category,probe_path,subcategory,fixation_duration,label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_onset_time,response_window,correctAns,probe_onset,discrim_resptime,response.corr,response.keys,response.rt,visible_resptime,visible.keys,visible.corr,visible.rt,probeFrames,jitter2,n_square,experiment_color,frameRate,date,session,image_size,premask_dur,probeFrames,participant,expName,postmask_dur,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/coking-pot_4.jpg,Kitchen_Uten,0,coking-pot,0,0,0,18,3.71853660978,nV_V,1,3.73979616584,5.00122860027,1,1,1.63380652992,6.66589874495,3,0,0.0703745260835,5,7.5,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/pigeon_22.jpg,Birds,0,pigeon,0,1,1,63,8.46888417145,V_nV,1,8.47378747677,9.7114663641,0,2,2.38541376591,12.1174401138,2,0,0.180614988785,5,8.0,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/frying-pan_11.jpg,Kitchen_Uten,0,frying-pan,0,2,2,31,14.0309576229,V_nV,2,14.0358093055,15.2635346586,1,2,0.581492326222,15.8655719389,3,0,0.0904178591445,5,6.0,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/axe_24.jpg,Tools,0,axe,0,3,3,3,17.6889018109,V_nV,2,17.6938156919,18.9214859139,1,2,0.481277934276,19.4233175465,3,0,0.120479064062,5,7.0,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/boat_16.jpg,Vehicles,0,boat,0,4,4,7,21.2766990033,V_nV,2,21.2814565403,22.5092840916,1,2,0.411125965416,22.9409512589,2,0,0.200707245618,5,6.0,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/rooster_6.jpg,Birds,0,rooster,0,5,5,70,24.8745258455,V_nV,1,24.8794475603,26.1071001254,0,2,0.421143446118,26.5487930928,1,1,0.0804039915092,5,6.5,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/van_15.jpg,Vehicles,0,van,0,6,6,91,28.3621081049,nV_V,1,28.367047376,29.6047051623,1,1,1.20283928839,30.8281399491,2,0,0.0904143103398,5,6.0,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bookcase_20.jpg,Furniture,0,bookcase,0,7,7,8,32.6514437576,V_nV,2,32.6563759949,33.8840184701,1,2,0.801989510655,34.7065489907,2,0,0.250766705722,5,7.5,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/whale_24.jpg,Marine_creatures,0,whale,0,8,8,94,36.690206503,nV_V,2,36.6949739722,37.9227858242,0,1,2.94673974579,40.8900881815,2,0,0.0904111899436,5,6.0,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cat_21.jpg,Animals,0,cat,0,9,9,13,42.7133197617,V_nV,1,42.7183468095,43.9458793951,0,2,0.52136567235,44.4878115663,1,1,0.11030837521,5,6.5,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/shark_3.jpg,Marine_creatures,0,shark,0,10,10,75,46.3311634148,V_nV,1,46.3367744773,47.5737637691,0,2,0.581490987912,48.1758055794,2,0,0.200677716173,5,6.5,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/seagull_21.jpg,Birds,0,seagull,0,11,11,74,50.1093758573,nV_V,2,50.1144384467,51.3419549568,0,1,1.0925974804,52.4551024251,2,0,0.110458654817,5,6.5,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hummingbird_8.jpg,Birds,0,hummingbird,0,12,12,42,54.2984806225,nV_V,2,54.3039433341,55.5310587445,0,1,0.701773273293,56.2533871708,1,1,0.641467960086,5,6.0,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/pot_0.jpg,Kitchen_Uten,0,pot,0,13,13,66,58.6278953408,V_nV,2,58.6327601057,59.8805245026,1,2,1.55359994154,61.4546543234,3,0,0.120487714652,5,7.0,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/trumpet_19.jpg,Musical_Inst,0,trumpet,0,14,14,88,63.3080650955,V_nV,2,63.3130393177,64.5406472813,1,2,1.02244445868,65.5836475245,3,0,0.0403481405228,5,6.0,32,bw,99.7809090992,2019_jun_05_1636,005,256,20,5,maria,Experiment_EEG_version,20,
