category,probe_path,subcategory,fixation_duration,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/giraffe_16.jpg,Animals,0,giraffe,1.0,1.0,1,71.7604904175,71.76049041748047,0.0,70.9989471436,70.99894714355469,0.0,1.5,1.5,6.5,6.5,'5.0',1.0,1.0,0.0,'1',0.852083742619,0.8520837426185608,0.0,'V_nV',72.6232223511,72.62322235107422,0.0,0.0,0.0,0.0,'2',0.461223959923,0.4612239599227905,0.0,8.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/goldfinch_22.jpg,Birds,0,goldfinch,1.0,1.0,1,131.570510864,131.5705108642578,0.0,130.8490448,130.8490447998047,0.0,2.0,2.0,6.5,6.5,'1.0',0.0,0.0,0.0,'2',1.69390499592,1.693904995918274,0.0,'V_nV',133.275054932,133.27505493164062,0.0,1.0,1.0,0.0,'1',0.290847957134,0.2908479571342468,0.0,17.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/goose_14.jpg,Birds,0,goose,1.0,1.0,1,372.734802246,372.73480224609375,0.0,371.973266602,371.9732666015625,0.0,1.5,1.5,6.0,6.0,'5.0',1.0,1.0,0.0,'1',0.952330112457,0.9523301124572754,0.0,'V_nV',373.697784424,373.6977844238281,0.0,0.0,0.0,0.0,'3',0.531381428242,0.5313814282417297,0.0,51.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/granary_25.jpg,Buildings,0,granary,1.0,1.0,1,513.801513672,513.801513671875,0.0,513.029968262,513.0299682617188,0.0,3.0,3.0,6.0,6.0,'6.0',1.0,1.0,0.0,'1',1.42332065105,1.4233206510543823,0.0,'nV_V',515.235473633,515.2354736328125,0.0,0.0,0.0,0.0,'3',0.661662995815,0.6616629958152771,0.0,71.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/guitar_11.jpg,Musical_Inst,0,guitar,1.0,1.0,1,627.568847656,627.56884765625,0.0,626.827331543,626.8273315429688,0.0,2.5,2.5,6.0,6.0,3,1.0,1.0,0.0,'1',0.791941285133,0.7919412851333618,0.0,'nV_V',628.371398926,628.3713989257812,0.0,0.0,0.0,0.0,'3',0.290852218866,0.29085221886634827,0.0,88.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/hammer_11.jpg,Tools,0,hammer,1.0,1.0,1,507.297363281,507.29736328125,0.0,506.555847168,506.55584716796875,0.0,2.0,2.0,6.0,6.0,'3.0',1.0,1.0,0.0,'1',0.992376923561,0.9923769235610962,0.0,'nV_V',508.300354004,508.30035400390625,0.0,1.0,1.0,0.0,'1',0.521354615688,0.521354615688324,0.0,70.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hen_25.jpg,Birds,0,hen,1.0,2.0,2,386.314331055,386.3143310546875,0.0,385.562805176,385.56280517578125,0.0,2.0,2.0,7.0,7.0,'4.0',1.0,1.0,0.0,'2',1.13268911839,1.132689118385315,0.0,'nV_V',387.457672119,387.4576721191406,0.0,1.0,1.0,0.0,'1',0.511331796646,0.5113317966461182,0.0,53.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/hippopotamus_19.jpg,Animals,0,hippopotamus,1.0,2.0,2,655.158813477,655.1588134765625,0.0,654.397216797,654.397216796875,0.0,2.0,2.0,6.0,6.0,5,1.0,1.0,0.0,'2',1.52354800701,1.5235480070114136,0.0,'nV_V',656.70300293,656.7030029296875,0.0,0.0,0.0,0.0,'3',0.501310110092,0.5013101100921631,0.0,92.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/horse_25.jpg,Animals,0,horse,1.0,2.0,2,92.4053726196,92.4053726196289,0.0,91.6638565063,91.66385650634766,0.0,2.0,2.0,6.0,6.0,'3.0',0.0,0.0,0.0,'1',1.13268530369,1.1326853036880493,0.0,'nV_V',93.5486907959,93.54869079589844,0.0,1.0,1.0,0.0,'1',0.521351993084,0.5213519930839539,0.0,11.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_23.jpg,Buildings,0,house,1.0,2.0,2,675.933959961,675.9339599609375,0.0,675.212524414,675.2125244140625,0.0,2.5,2.5,7.5,7.5,1,0.0,0.0,0.0,'1',2.9165661335,2.9165661334991455,0.0,'V_nV',678.86114502,678.8611450195312,0.0,1.0,1.0,0.0,'1',0.330940455198,0.33094045519828796,0.0,95.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hummingbird_15.jpg,Birds,0,hummingbird,1.0,1.0,1,17.9435043335,17.943504333496094,0.0,17.1719322205,17.171932220458984,0.0,2.5,2.5,7.0,7.0,'6.0',1.0,1.0,0.0,'1',1.15273797512,1.1527379751205444,0.0,'V_nV',19.1069011688,19.106901168823242,0.0,0.0,0.0,0.0,'2',0.942361533642,0.9423615336418152,0.0,1.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/killer-whale_8.jpg,Marine_creatures,0,killer-whale,1.0,2.0,2,566.145263672,566.145263671875,0.0,565.383728027,565.3837280273438,0.0,3.0,3.0,6.0,6.0,'5.0',1.0,1.0,0.0,'2',0.872117340565,0.8721173405647278,0.0,'nV_V',567.028015137,567.0280151367188,0.0,0.0,0.0,0.0,'3',0.541406273842,0.5414062738418579,0.0,79.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/kiwi_19.jpg,Birds,0,kiwi,1.0,2.0,2,217.908203125,217.908203125,0.0,217.146652222,217.1466522216797,0.0,2.0,2.0,6.5,6.5,'5.0',1.0,1.0,0.0,'2',2.96667218208,2.96667218208313,0.0,'nV_V',220.885513306,220.88551330566406,0.0,0.0,0.0,0.0,'3',1.24292802811,1.2429280281066895,0.0,29.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/ladybird_26.jpg,Insects,0,ladybird,1.0,1.0,1,248.224121094,248.22412109375,0.0,247.472610474,247.4726104736328,0.0,1.5,1.5,6.0,6.0,'4.0',1.0,1.0,0.0,'1',0.541410326958,0.5414103269577026,0.0,'V_nV',248.776168823,248.7761688232422,0.0,1.0,1.0,0.0,'1',0.270804464817,0.2708044648170471,0.0,32.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lamp_2.jpg,Furniture,0,lamp,1.0,1.0,1,25.0188922882,25.018892288208008,0.0,24.2573280334,24.257328033447266,0.0,1.5,1.5,6.0,6.0,'5.0',1.0,1.0,0.0,'1',0.83202713728,0.8320271372795105,0.0,'nV_V',25.8615398407,25.861539840698242,0.0,0.0,0.0,0.0,'3',1.56362473965,1.5636247396469116,0.0,2.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_0.jpg,Furniture,0,lectern,1.0,1.0,1,84.538269043,84.53826904296875,0.0,83.7767105103,83.7767105102539,0.0,2.0,2.0,7.0,7.0,'5.0',1.0,1.0,0.0,'1',1.18279910088,1.1827991008758545,0.0,'nV_V',85.7317123413,85.7317123413086,0.0,0.0,0.0,0.0,'3',1.72398424149,1.7239842414855957,0.0,10.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/lioness_5.jpg,Animals,0,lioness,1.0,1.0,1,520.846801758,520.8468017578125,0.0,520.105285645,520.1052856445312,0.0,1.5,1.5,7.0,7.0,'3.0',0.0,0.0,0.0,'2',1.45338058472,1.4533805847167969,0.0,'V_nV',522.310852051,522.3108520507812,0.0,1.0,1.0,0.0,'1',0.431152284145,0.4311522841453552,0.0,72.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/lobster_8.jpg,Marine_creatures,0,lobster,1.0,2.0,2,311.36138916,311.36138916015625,0.0,310.599822998,310.5998229980469,0.0,1.5,1.5,7.0,7.0,'5.0',1.0,1.0,0.0,'2',1.38323497772,1.383234977722168,0.0,'nV_V',312.755249023,312.7552490234375,0.0,1.0,1.0,0.0,'1',1.38323044777,1.383230447769165,0.0,42.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/lynx_7.jpg,Animals,0,lynx,1.0,1.0,1,487.093414307,487.0934143066406,0.0,486.361938477,486.3619384765625,0.0,1.5,1.5,7.5,7.5,'2.0',0.0,0.0,0.0,'2',0.852074801922,0.8520748019218445,0.0,'V_nV',487.95614624,487.9561462402344,0.0,1.0,1.0,0.0,'1',0.471251696348,0.4712516963481903,0.0,67.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/magpie_15.jpg,Birds,0,magpie,1.0,1.0,1,379.178833008,379.1788330078125,0.0,378.437316895,378.43731689453125,0.0,1.5,1.5,6.0,6.0,'3.0',0.0,0.0,0.0,'2',1.69391202927,1.6939120292663574,0.0,'V_nV',380.883361816,380.88336181640625,0.0,1.0,1.0,0.0,'1',0.47125017643,0.47125017642974854,0.0,52.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/manatee_5.jpg,Marine_creatures,0,manatee,1.0,1.0,1,351.388397217,351.3883972167969,0.0,350.626861572,350.6268615722656,0.0,2.0,2.0,6.5,6.5,'5.0',1.0,1.0,0.0,'1',1.15273177624,1.1527317762374878,0.0,'V_nV',352.551757812,352.5517578125,0.0,0.0,0.0,0.0,'3',0.71176815033,0.7117681503295898,0.0,48.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/mill_12.jpg,Buildings,0,mill,1.0,1.0,1,641.398864746,641.3988647460938,0.0,640.677429199,640.6774291992188,0.0,2.5,2.5,6.0,6.0,1,0.0,0.0,0.0,'2',1.4834471941,1.4834471940994263,0.0,'nV_V',642.893005371,642.8930053710938,0.0,1.0,1.0,0.0,'1',0.441176831722,0.4411768317222595,0.0,90.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/motorbike_15.jpg,Vehicles,0,motorbike,1.0,2.0,2,197.814529419,197.8145294189453,0.0,197.053405762,197.05340576171875,0.0,1.5,1.5,7.5,7.5,'5.0',1.0,1.0,0.0,'2',0.751857101917,0.7518571019172668,0.0,'V_nV',198.577011108,198.57701110839844,0.0,0.0,0.0,0.0,'3',0.270797401667,0.27079740166664124,0.0,26.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/narwhal_17.jpg,Marine_creatures,0,narwhal,1.0,1.0,1,170.665512085,170.66551208496094,0.0,169.913970947,169.91397094726562,0.0,1.5,1.5,6.5,6.5,'4.0',1.0,1.0,0.0,'1',0.932272195816,0.93227219581604,0.0,'V_nV',171.608428955,171.60842895507812,0.0,0.0,0.0,0.0,'2',0.531380712986,0.5313807129859924,0.0,22.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/ostrich_25.jpg,Birds,0,ostrich,1.0,2.0,2,500.733093262,500.73309326171875,0.0,499.981567383,499.9815673828125,0.0,3.0,3.0,6.0,6.0,'4.0',1.0,1.0,0.0,'2',0.852078914642,0.852078914642334,0.0,'nV_V',501.595794678,501.5957946777344,0.0,0.0,0.0,0.0,'2',0.751859903336,0.7518599033355713,0.0,69.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/owl_5.jpg,Birds,0,owl,1.0,1.0,1,227.078140259,227.07814025878906,0.0,226.336639404,226.33663940429688,0.0,1.5,1.5,7.5,7.5,'3.0',0.0,0.0,0.0,'2',6.15360498428,6.153604984283447,0.0,'V_nV',233.242416382,233.24241638183594,0.0,0.0,0.0,0.0,'2',1.9342751503,1.9342751502990723,0.0,30.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/palace_3.jpg,Buildings,0,palace,1.0,1.0,1,599.327453613,599.3274536132812,0.0,598.5859375,598.5859375,0.0,1.5,1.5,6.0,6.0,'3.0',1.0,1.0,0.0,'1',1.08259224892,1.082592248916626,0.0,'nV_V',600.420654297,600.420654296875,0.0,1.0,1.0,0.0,'1',0.822005033493,0.822005033493042,0.0,84.0
