conscious_state,diff,feature_selector,ps_mean,ps_std,roi_name,side,ps_corrected
conscious,0.31327075098814205,Mutual,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.3273221343873517,None,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.3260671936758892,PCA,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.3190612648221345,RandomForest,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.36320652173913015,Mutual,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.36817193675889326,None,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.3675938735177866,PCA,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.36334486166007895,RandomForest,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.2156966403162056,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.22735177865612644,None,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.22553853754940734,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.22351778656126486,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.20020256916996038,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.22378952569169963,None,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.22206521739130436,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.21143774703557294,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.22042984189723314,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.22039525691699613,None,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.2196739130434786,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.2337302371541502,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.17000988142292517,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.18208992094861653,None,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.18450098814229254,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.18644762845849783,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.2119565217391305,Mutual,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
conscious,0.23062252964426877,None,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
conscious,0.22916007905138347,PCA,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
