premask_duration_5,premask_duration_4,respond_onset,postmask_duration_4,premask_duration_1,probe_onset,premask_duration_3,premask_duration_2,postmask_duration_5,postmask_path_2,postmask_path_3,postmask_path_1,postmask_path_4,postmask_path_5,premask_path_4,postmask_duration_3,postmask_duration_2,subcategory,category,correctAns,premask_path_2,premask_path_3,visibility_onset,fixation_duration,premask_path_1,premask_path_5,label,probe_path,postmask_duration_1,n,probeFrames_mean,probeFrames_raw,probeFrames_std,probe_onset_mean,probe_onset_raw,probe_onset_std,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
25,25,337,25,25,210,25,25,25,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/Chest-of-drawers_17_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/Chest-of-drawers_17_3.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/Chest-of-drawers_17_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/Chest-of-drawers_17_4.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/Chest-of-drawers_17_5.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/Chest-of-drawers_17_4.jpg,25,25,Furniture,Nonliving_Things,2,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/Chest-of-drawers_17_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/Chest-of-drawers_17_3.jpg,457,85,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/Chest-of-drawers_17_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/Chest-of-drawers_17_5.jpg,Chest-of-drawers,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/Chest-of-drawers_17.jpg,25,1.0,6.0,6.0,0.0,0.0152309732512,0.01523097325116396,0.0,1.0,1.0,0.0,'2',0.661671161652,0.6616711616516113,0.0,0.0,0.0,0.0,'4',1.06252157688,1.0625215768814087,0.0,92.0
25,25,364,25,25,237,25,25,25,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/accordion_0_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/accordion_0_3.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/accordion_0_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/accordion_0_4.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/accordion_0_5.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/accordion_0_4.jpg,25,25,Musical_Inst,Nonliving_Things,2,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/accordion_0_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/accordion_0_3.jpg,484,112,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/accordion_0_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/accordion_0_5.jpg,accordion,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/accordion_0.jpg,25,1.0,7.0,7.0,0.0,0.0225537754595,0.02255377545952797,0.0,1.0,1.0,0.0,'2',2.4054453373,2.4054453372955322,0.0,0.0,0.0,0.0,'1',0.892150580883,0.8921505808830261,0.0,25.0
25,25,357,25,25,230,25,25,25,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Animals/armadillo_13_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Animals/armadillo_13_3.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Animals/armadillo_13_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Animals/armadillo_13_4.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Animals/armadillo_13_5.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Animals/armadillo_13_4.jpg,25,25,Animals,Living_Things,1,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Animals/armadillo_13_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Animals/armadillo_13_3.jpg,477,105,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Animals/armadillo_13_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Animals/armadillo_13_5.jpg,armadillo,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/armadillo_13.jpg,25,1.0,10.0,10.0,0.0,0.0117058102041,0.011705810204148293,0.0,1.0,1.0,0.0,'1',1.08257782459,1.0825778245925903,0.0,0.0,0.0,0.0,'4',3.12701129913,3.127011299133301,0.0,13.0
25,25,342,25,25,215,25,25,25,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/armchair_12_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/armchair_12_3.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/armchair_12_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/armchair_12_4.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/armchair_12_5.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/armchair_12_4.jpg,25,25,Furniture,Nonliving_Things,2,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/armchair_12_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/armchair_12_3.jpg,462,90,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/armchair_12_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/armchair_12_5.jpg,armchair,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/armchair_12.jpg,25,1.0,6.0,6.0,0.0,0.02657372877,0.026573728770017624,0.0,1.0,1.0,0.0,'2',0.421133428812,0.421133428812027,0.0,0.0,0.0,0.0,'3',3.53791761398,3.5379176139831543,0.0,15.0
25,25,363,25,25,236,25,25,25,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/balalaika_18_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/balalaika_18_3.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/balalaika_18_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/balalaika_18_4.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/balalaika_18_5.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/balalaika_18_4.jpg,25,25,Musical_Inst,Nonliving_Things,2,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/balalaika_18_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/balalaika_18_3.jpg,483,111,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/balalaika_18_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Musical_Inst/balalaika_18_5.jpg,balalaika,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/balalaika_18.jpg,25,1.0,7.0,7.0,0.0,0.0238514356315,0.023851435631513596,0.0,1.0,1.0,0.0,'2',0.912206172943,0.9122061729431152,0.0,0.0,0.0,0.0,'4',3.40761971474,3.4076197147369385,0.0,47.0
25,25,350,25,25,223,25,25,25,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Birds/barn-owl_0_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Birds/barn-owl_0_3.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Birds/barn-owl_0_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Birds/barn-owl_0_4.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Birds/barn-owl_0_5.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Birds/barn-owl_0_4.jpg,25,25,Birds,Living_Things,1,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Birds/barn-owl_0_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Birds/barn-owl_0_3.jpg,470,98,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Birds/barn-owl_0_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Living_Things/Birds/barn-owl_0_5.jpg,barn-owl,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/barn-owl_0.jpg,25,1.0,5.0,5.0,0.0,0.00947650708258,0.00947650708258152,0.0,1.0,1.0,0.0,'1',0.671686410904,0.6716864109039307,0.0,0.0,0.0,0.0,'2',1.54357647896,1.5435764789581299,0.0,50.0
25,25,360,25,25,233,25,25,25,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bed_26_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bed_26_3.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bed_26_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bed_26_4.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bed_26_5.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bed_26_4.jpg,25,25,Furniture,Nonliving_Things,2,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bed_26_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bed_26_3.jpg,480,108,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bed_26_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bed_26_5.jpg,bed,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bed_26.jpg,25,1.0,1.0,1.0,0.0,0.019318588078,0.019318588078022003,0.0,1.0,1.0,0.0,'2',2.17496299744,2.1749629974365234,0.0,0.0,0.0,0.0,'2',1.2028298378,1.2028298377990723,0.0,96.0
25,25,358,25,25,231,25,25,25,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bedside-table_6_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bedside-table_6_3.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bedside-table_6_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bedside-table_6_4.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bedside-table_6_5.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bedside-table_6_4.jpg,25,25,Furniture,Nonliving_Things,2,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bedside-table_6_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bedside-table_6_3.jpg,478,106,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bedside-table_6_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bedside-table_6_5.jpg,bedside-table,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bedside-table_6.jpg,25,1.0,5.0,5.0,0.0,0.01978655532,0.01978655532002449,0.0,1.0,1.0,0.0,'2',1.00240159035,1.00240159034729,0.0,0.0,0.0,0.0,'2',7.66688680649,7.666886806488037,0.0,56.0
25,25,352,25,25,225,25,25,25,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Vehicles/boat_7_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Vehicles/boat_7_3.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Vehicles/boat_7_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Vehicles/boat_7_4.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Vehicles/boat_7_5.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Vehicles/boat_7_4.jpg,25,25,Vehicles,Nonliving_Things,2,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Vehicles/boat_7_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Vehicles/boat_7_3.jpg,472,100,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Vehicles/boat_7_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Vehicles/boat_7_5.jpg,boat,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/boat_7.jpg,25,1.0,7.0,7.0,0.0,0.0304564163089,0.030456416308879852,0.0,1.0,1.0,0.0,'2',0.551430046558,0.5514300465583801,0.0,0.0,0.0,0.0,'3',0.751857101917,0.7518571019172668,0.0,69.0
25,25,363,25,25,236,25,25,25,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bookcase_1_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bookcase_1_3.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bookcase_1_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bookcase_1_4.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bookcase_1_5.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bookcase_1_4.jpg,25,25,Furniture,Nonliving_Things,2,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bookcase_1_2.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bookcase_1_3.jpg,483,111,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bookcase_1_1.jpg,../experiment_stimuli/experiment_images_tilted_scramble_greyscale/Nonliving_Things/Furniture/bookcase_1_5.jpg,bookcase,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bookcase_1.jpg,25,1.0,6.0,6.0,0.0,0.0143164079636,0.014316407963633537,0.0,1.0,1.0,0.0,'2',0.721786081791,0.7217860817909241,0.0,0.0,0.0,0.0,'3',1.45338797569,1.453387975692749,0.0,57.0
