InceptionV3, leave 2 objects out cross validation (folds = 2304),
scores = 0.9845 +/- 0.0759
pairs of living-nonliving objects incorrectly decoded:
Chest-of-drawers         ,armadillo                 ROC_AUC = 0.9835
Chest-of-drawers         ,narwhal                   ROC_AUC = 0.9959
coking-pot               ,narwhal                   ROC_AUC = 0.9973
narwhal                  ,plane                     ROC_AUC = 0.9534
Chest-of-drawers         ,ostrich                   ROC_AUC = 0.9726
coking-pot               ,ostrich                   ROC_AUC = 0.9753
ostrich                  ,plane                     ROC_AUC = 0.9479
ostrich                  ,van                       ROC_AUC = 0.9986
Chest-of-drawers         ,partridge                 ROC_AUC = 0.5199
bed                      ,partridge                 ROC_AUC = 0.9451
car                      ,partridge                 ROC_AUC = 0.9616
cathedral                ,partridge                 ROC_AUC = 0.9986
coking-pot               ,partridge                 ROC_AUC = 0.5871
couch                    ,partridge                 ROC_AUC = 0.9835
drum                     ,partridge                 ROC_AUC = 0.9616
frying-pan               ,partridge                 ROC_AUC = 0.9575
lamp                     ,partridge                 ROC_AUC = 0.9767
motorbike                ,partridge                 ROC_AUC = 0.9767
palace                   ,partridge                 ROC_AUC = 0.9342
partridge                ,plane                     ROC_AUC = 0.5089
partridge                ,saxophone                 ROC_AUC = 0.9986
partridge                ,van                       ROC_AUC = 0.9232
partridge                ,violin                    ROC_AUC = 0.9602
Chest-of-drawers         ,pelican                   ROC_AUC = 0.5144
bed                      ,pelican                   ROC_AUC = 0.9657
car                      ,pelican                   ROC_AUC = 0.9588
cathedral                ,pelican                   ROC_AUC = 0.9945
coking-pot               ,pelican                   ROC_AUC = 0.6831
couch                    ,pelican                   ROC_AUC = 0.9822
drum                     ,pelican                   ROC_AUC = 0.9643
fondue                   ,pelican                   ROC_AUC = 0.9890
frying-pan               ,pelican                   ROC_AUC = 0.8903
granary                  ,pelican                   ROC_AUC = 0.9973
lamp                     ,pelican                   ROC_AUC = 0.9575
mill                     ,pelican                   ROC_AUC = 0.9904
motorbike                ,pelican                   ROC_AUC = 0.9767
palace                   ,pelican                   ROC_AUC = 0.8903
pelican                  ,piano                     ROC_AUC = 0.9643
pelican                  ,plane                     ROC_AUC = 0.5583
pelican                  ,saxophone                 ROC_AUC = 0.9835
pelican                  ,small-saucepan            ROC_AUC = 0.9973
pelican                  ,table                     ROC_AUC = 0.9753
pelican                  ,van                       ROC_AUC = 0.9150
pelican                  ,violin                    ROC_AUC = 0.9767
Chest-of-drawers         ,pomfret                   ROC_AUC = 0.9492
bed                      ,pomfret                   ROC_AUC = 0.9959
car                      ,pomfret                   ROC_AUC = 0.9918
cathedral                ,pomfret                   ROC_AUC = 0.9986
coking-pot               ,pomfret                   ROC_AUC = 0.9671
couch                    ,pomfret                   ROC_AUC = 0.9986
drum                     ,pomfret                   ROC_AUC = 0.9959
fondue                   ,pomfret                   ROC_AUC = 0.9959
frying-pan               ,pomfret                   ROC_AUC = 0.9904
lamp                     ,pomfret                   ROC_AUC = 0.9986
mill                     ,pomfret                   ROC_AUC = 0.9973
motorbike                ,pomfret                   ROC_AUC = 0.9959
palace                   ,pomfret                   ROC_AUC = 0.9918
plane                    ,pomfret                   ROC_AUC = 0.9204
pomfret                  ,saxophone                 ROC_AUC = 0.9904
pomfret                  ,van                       ROC_AUC = 0.9877
pomfret                  ,violin                    ROC_AUC = 0.9959
plane                    ,raven                     ROC_AUC = 0.9822
Chest-of-drawers         ,rhino                     ROC_AUC = 0.9986
plane                    ,rhino                     ROC_AUC = 0.9986
Chest-of-drawers         ,rooster                   ROC_AUC = 0.9451
coking-pot               ,rooster                   ROC_AUC = 0.9547
plane                    ,rooster                   ROC_AUC = 0.8957
Chest-of-drawers         ,scorpion                  ROC_AUC = 0.6461
car                      ,scorpion                  ROC_AUC = 0.9973
coking-pot               ,scorpion                  ROC_AUC = 0.6543
drum                     ,scorpion                  ROC_AUC = 0.9890
fondue                   ,scorpion                  ROC_AUC = 0.9986
frying-pan               ,scorpion                  ROC_AUC = 0.9204
lamp                     ,scorpion                  ROC_AUC = 0.9904
palace                   ,scorpion                  ROC_AUC = 0.9314
plane                    ,scorpion                  ROC_AUC = 0.5638
scorpion                 ,table                     ROC_AUC = 0.9973
scorpion                 ,van                       ROC_AUC = 0.9602
scorpion                 ,violin                    ROC_AUC = 0.9918
Chest-of-drawers         ,seagull                   ROC_AUC = 0.8422
car                      ,seagull                   ROC_AUC = 0.9986
coking-pot               ,seagull                   ROC_AUC = 0.8807
frying-pan               ,seagull                   ROC_AUC = 0.9986
palace                   ,seagull                   ROC_AUC = 0.9657
plane                    ,seagull                   ROC_AUC = 0.6955
seagull                  ,van                       ROC_AUC = 0.9931
Chest-of-drawers         ,shark                     ROC_AUC = 0.0809
axe                      ,shark                     ROC_AUC = 0.9849
bed                      ,shark                     ROC_AUC = 0.7846
bookcase                 ,shark                     ROC_AUC = 0.9451
bus                      ,shark                     ROC_AUC = 0.9122
car                      ,shark                     ROC_AUC = 0.6598
cathedral                ,shark                     ROC_AUC = 0.8642
chair                    ,shark                     ROC_AUC = 0.9986
church                   ,shark                     ROC_AUC = 0.9918
coking-pot               ,shark                     ROC_AUC = 0.4444
couch                    ,shark                     ROC_AUC = 0.8642
cup                      ,shark                     ROC_AUC = 0.9986
drum                     ,shark                     ROC_AUC = 0.6159
factory                  ,shark                     ROC_AUC = 0.9835
fondue                   ,shark                     ROC_AUC = 0.6804
frying-pan               ,shark                     ROC_AUC = 0.6461
granary                  ,shark                     ROC_AUC = 0.9369
guitar                   ,shark                     ROC_AUC = 0.9534
hammer                   ,shark                     ROC_AUC = 0.8930
house                    ,shark                     ROC_AUC = 0.9177
lamp                     ,shark                     ROC_AUC = 0.4925
lectern                  ,shark                     ROC_AUC = 0.9959
mill                     ,shark                     ROC_AUC = 0.9218
motorbike                ,shark                     ROC_AUC = 0.7682
palace                   ,shark                     ROC_AUC = 0.6118
piano                    ,shark                     ROC_AUC = 0.8669
plane                    ,shark                     ROC_AUC = 0.0658
rocking-chair            ,shark                     ROC_AUC = 0.9849
saucepan                 ,shark                     ROC_AUC = 0.9973
saxophone                ,shark                     ROC_AUC = 0.7010
shark                    ,small-saucepan            ROC_AUC = 0.9588
shark                    ,sofa                      ROC_AUC = 0.9698
shark                    ,table                     ROC_AUC = 0.8971
shark                    ,tractor                   ROC_AUC = 0.9630
shark                    ,train                     ROC_AUC = 0.9588
shark                    ,van                       ROC_AUC = 0.7599
shark                    ,violin                    ROC_AUC = 0.4691
Chest-of-drawers         ,sparrow                   ROC_AUC = 0.9918
coking-pot               ,sparrow                   ROC_AUC = 0.9794
plane                    ,sparrow                   ROC_AUC = 0.9287
plane                    ,sperm-whale               ROC_AUC = 0.9986
Chest-of-drawers         ,tiger                     ROC_AUC = 0.8368
coking-pot               ,tiger                     ROC_AUC = 0.9259
palace                   ,tiger                     ROC_AUC = 0.9904
plane                    ,tiger                     ROC_AUC = 0.7586
tiger                    ,van                       ROC_AUC = 0.9945
Chest-of-drawers         ,toucan                    ROC_AUC = 0.4266
bed                      ,toucan                    ROC_AUC = 0.9973
car                      ,toucan                    ROC_AUC = 0.9396
coking-pot               ,toucan                    ROC_AUC = 0.6324
couch                    ,toucan                    ROC_AUC = 0.9835
drum                     ,toucan                    ROC_AUC = 0.9808
fondue                   ,toucan                    ROC_AUC = 0.9849
frying-pan               ,toucan                    ROC_AUC = 0.9424
lamp                     ,toucan                    ROC_AUC = 0.9781
motorbike                ,toucan                    ROC_AUC = 0.9698
palace                   ,toucan                    ROC_AUC = 0.9506
piano                    ,toucan                    ROC_AUC = 0.9122
plane                    ,toucan                    ROC_AUC = 0.4609
saxophone                ,toucan                    ROC_AUC = 0.9122
toucan                   ,van                       ROC_AUC = 0.9410
toucan                   ,violin                    ROC_AUC = 0.9863
Chest-of-drawers         ,turtle                    ROC_AUC = 0.9026
bed                      ,turtle                    ROC_AUC = 0.9877
car                      ,turtle                    ROC_AUC = 0.9808
cathedral                ,turtle                    ROC_AUC = 0.9959
coking-pot               ,turtle                    ROC_AUC = 0.8491
couch                    ,turtle                    ROC_AUC = 0.9808
drum                     ,turtle                    ROC_AUC = 0.9630
fondue                   ,turtle                    ROC_AUC = 0.9931
frying-pan               ,turtle                    ROC_AUC = 0.9410
granary                  ,turtle                    ROC_AUC = 0.9986
hammer                   ,turtle                    ROC_AUC = 0.9973
lamp                     ,turtle                    ROC_AUC = 0.9835
motorbike                ,turtle                    ROC_AUC = 0.9986
palace                   ,turtle                    ROC_AUC = 0.9588
piano                    ,turtle                    ROC_AUC = 0.9794
plane                    ,turtle                    ROC_AUC = 0.6461
saxophone                ,turtle                    ROC_AUC = 0.9712
turtle                   ,van                       ROC_AUC = 0.9438
turtle                   ,violin                    ROC_AUC = 0.9890
Chest-of-drawers         ,zebra                     ROC_AUC = 0.3567
axe                      ,zebra                     ROC_AUC = 0.9602
bed                      ,zebra                     ROC_AUC = 0.9259
bookcase                 ,zebra                     ROC_AUC = 0.9863
bus                      ,zebra                     ROC_AUC = 0.9684
car                      ,zebra                     ROC_AUC = 0.7270
cathedral                ,zebra                     ROC_AUC = 0.8999
chair                    ,zebra                     ROC_AUC = 0.9890
church                   ,zebra                     ROC_AUC = 0.9986
coking-pot               ,zebra                     ROC_AUC = 0.4938
couch                    ,zebra                     ROC_AUC = 0.9012
cup                      ,zebra                     ROC_AUC = 0.9877
drum                     ,zebra                     ROC_AUC = 0.4870
factory                  ,zebra                     ROC_AUC = 0.9890
fondue                   ,zebra                     ROC_AUC = 0.8107
frying-pan               ,zebra                     ROC_AUC = 0.6735
granary                  ,zebra                     ROC_AUC = 0.9643
guitar                   ,zebra                     ROC_AUC = 0.9712
hammer                   ,zebra                     ROC_AUC = 0.9040
house                    ,zebra                     ROC_AUC = 0.9643
lamp                     ,zebra                     ROC_AUC = 0.6036
lectern                  ,zebra                     ROC_AUC = 0.9918
mill                     ,zebra                     ROC_AUC = 0.9479
motorbike                ,zebra                     ROC_AUC = 0.8615
palace                   ,zebra                     ROC_AUC = 0.6296
piano                    ,zebra                     ROC_AUC = 0.8985
plane                    ,zebra                     ROC_AUC = 0.2195
rocking-chair            ,zebra                     ROC_AUC = 0.9945
saucepan                 ,zebra                     ROC_AUC = 0.9890
saxophone                ,zebra                     ROC_AUC = 0.7284
small-saucepan           ,zebra                     ROC_AUC = 0.8368
sofa                     ,zebra                     ROC_AUC = 0.9794
table                    ,zebra                     ROC_AUC = 0.8258
teapot                   ,zebra                     ROC_AUC = 0.9849
tractor                  ,zebra                     ROC_AUC = 0.9726
train                    ,zebra                     ROC_AUC = 0.9767
van                      ,zebra                     ROC_AUC = 0.7599
violin                   ,zebra                     ROC_AUC = 0.7366
wardrobe                 ,zebra                     ROC_AUC = 0.9986
