roi_name,side,feature_selector,conscious_state,ps_mean,ps_std,p,t,diff,ps_corrected,stars
fusiform,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.5028461416734378e-248,37.17340079135753,0.2429738741107181,0.0009599904000959993,***
fusiform,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.9589150907290395e-246,36.964392548683705,0.24947659214593135,0.0009599904000959993,***
fusiform,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.1510815696355735e-234,35.87668374599337,0.2449780447007731,0.0009599904000959993,***
fusiform,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.9589150907290395e-246,36.964392548683705,0.24947659214593135,0.0009599904000959993,***
fusiform,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.529394397102962e-265,38.70896813090512,0.24108062511670383,0.0009599904000959993,***
fusiform,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,7.014189623620166e-272,39.2766054755653,0.25324945691703465,0.0009599904000959993,***
fusiform,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.5907857349867562e-263,38.50872826768607,0.25073227938916715,0.0009599904000959993,***
fusiform,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,7.014189623620166e-272,39.2766054755653,0.25324945691703465,0.0009599904000959993,***
inferiorparietal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.006093218257452e-126,25.07984990143066,0.17004658675018247,0.0009599904000959993,***
inferiorparietal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.022479702218944e-109,23.11174460678565,0.15852519601165133,0.0009599904000959993,***
inferiorparietal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.95747029191872e-107,22.92426730900628,0.15729272874346978,0.0009599904000959993,***
inferiorparietal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.022479702218944e-109,23.11174460678565,0.15852519601165133,0.0009599904000959993,***
inferiorparietal,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.544080576384881e-80,19.566431164462987,0.14463895137813992,0.0009599904000959993,***
inferiorparietal,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.873794660599759e-121,24.521536876223053,0.16958375100855663,0.0009599904000959993,***
inferiorparietal,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.76278317487544e-121,24.545499693366025,0.16907430884137636,0.0009599904000959993,***
inferiorparietal,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.873794660599759e-121,24.521536876223053,0.16958375100855663,0.0009599904000959993,***
inferiortemporal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.834929232818847e-88,20.556480614987116,0.13963516985480057,0.0009599904000959993,***
inferiortemporal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.6166291265871855e-59,16.567617994596695,0.12421283999582107,0.0009599904000959993,***
inferiortemporal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.8614738021408164e-66,17.622645963735977,0.12994364006894377,0.0009599904000959993,***
inferiortemporal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.6166291265871855e-59,16.567617994596695,0.12421283999582107,0.0009599904000959993,***
inferiortemporal,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.593774426808866e-46,14.448215639169275,0.09990638195983192,0.0009599904000959993,***
inferiortemporal,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.6089272876967402e-77,19.162851560807553,0.1388591713823735,0.0009599904000959993,***
inferiortemporal,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.1406265603104126e-76,19.047912621902835,0.1375124360239156,0.0009599904000959993,***
