category,probe_path,subcategory,fixation_duration,label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_onset_time,response_window,correctAns,probe_onset,discrim_resptime,response.corr,response.keys,response.rt,visible_resptime,visible.keys,visible.corr,visible.rt,probeFrames,jitter2,n_square,experiment_color,frameRate,date,session,image_size,premask_dur,probeFrames,participant,expName,postmask_dur,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/saxophone_26.jpg,Musical_Inst,0,saxophone,0,0,0,72,3.71856642514,V_nV,2,3.74085766193,5.00126184057,0,1,0.601540035568,5.63363091578,2,0,0.0403061220422,5,7.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hen_0.jpg,Birds,0,hen,0,1,1,38,7.4065800393,V_nV,1,7.41145707469,8.66923440376,0,2,0.381057832274,9.07084793376,1,1,0.130516769947,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/motorbike_9.jpg,Vehicles,0,motorbike,0,2,2,54,10.9342626418,V_nV,2,10.9396978418,12.2269666923,1,2,1.1026161788,13.3501494788,3,0,0.170434393804,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_20.jpg,Buildings,0,house,0,3,3,41,15.2536415147,V_nV,2,15.2584662876,16.516287834,0,1,0.431362784584,16.9682155272,3,0,0.16056965536,5,7.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/pelican_11.jpg,Birds,0,pelican,0,4,4,60,18.8614851983,nV_V,2,18.8664822129,20.104087515,0,1,0.551425640588,20.6761245747,2,0,0.150547573227,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/hippopotamus_7.jpg,Animals,0,hippopotamus,0,5,5,39,22.5595203685,nV_V,2,22.5642868262,23.7921040806,1,2,0.300886450335,24.1135468418,1,1,0.0904267049627,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/rooster_18.jpg,Birds,0,rooster,0,6,6,70,25.9368670109,nV_V,2,25.9419112955,27.1794724819,0,1,0.381069019786,27.5810943617,1,1,0.150538107147,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/filling-cabinet_11.jpg,Furniture,0,filling-cabinet,0,7,7,29,29.4645376736,V_nV,2,29.4693383152,30.7371986012,1,2,0.651658467832,31.4094255944,3,0,0.120478714583,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cow_2.jpg,Animals,0,cow,0,8,8,20,33.262796743,nV_V,2,33.267656064,34.5053899733,0,1,0.571468394599,35.097430769,2,0,0.100437219604,5,7.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/rocking-chair_13.jpg,Furniture,0,rocking-chair,0,9,9,69,36.9307637234,V_nV,2,36.9362658211,38.1633499055,1,2,0.541410565842,38.7253320562,3,0,0.150545859011,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/toucan_12.jpg,Birds,0,toucan,0,10,10,85,40.6087702479,V_nV,1,40.6144781435,41.8413375845,0,2,0.300899521681,42.1628080518,2,0,0.180607511196,5,8.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/magpie_14.jpg,Birds,0,magpie,0,11,11,51,44.0762944223,nV_V,2,44.0811906564,45.3088778639,1,2,0.250761220697,45.5801982264,1,1,0.120483007748,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/frying-pan_0.jpg,Kitchen_Uten,0,frying-pan,0,12,12,31,47.4335905927,V_nV,2,47.4383781517,48.6762107664,0,1,0.371034430573,49.0678018311,2,0,0.14060758776,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/seagull_26.jpg,Birds,0,seagull,0,13,13,74,50.9412238579,nV_V,2,50.9461933431,52.1738010776,1,2,0.250615034951,52.4449672694,3,0,0.150573298219,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/penguin_2.jpg,Birds,0,penguin,0,14,14,61,54.3285793684,nV_V,2,54.333469757,55.5611675429,1,2,0.280829993077,55.862599241,1,1,0.14055517118,5,7.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/rhino_11.jpg,Animals,0,rhino,0,15,15,68,57.7359882196,nV_V,2,57.7408462063,58.9886352197,1,2,0.601534084417,59.6107173668,2,0,0.220549743623,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lamp_6.jpg,Furniture,0,lamp,0,16,16,46,61.5643095201,nV_V,1,61.5690752108,62.8069214043,0,2,0.531378972693,63.3588500752,2,0,0.170585865155,5,7.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/trumpet_15.jpg,Musical_Inst,0,trumpet,0,17,17,88,65.2623494383,V_nV,2,65.2687476245,66.4949345151,1,2,0.361010641791,66.8764970165,1,1,0.170615311945,5,8.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/granary_2.jpg,Buildings,0,granary,0,18,18,35,68.7799959475,nV_V,1,68.7864144982,70.0326244966,1,1,0.451207398786,70.5043870897,3,0,0.170441337046,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/plane_17.jpg,Vehicles,0,plane,0,19,19,64,72.4078800959,nV_V,1,72.4128166378,73.6404680484,0,2,0.381055617938,74.0521237093,2,0,0.210696854745,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/car_23.jpg,Vehicles,0,car,0,20,20,11,75.9956894309,nV_V,1,76.0006883328,77.2282752746,1,1,0.0804009613348,77.3292250093,1,1,0.290852492326,5,7.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/lobster_2.jpg,Marine_creatures,0,lobster,0,21,21,49,79.3529854546,V_nV,1,79.35792041,80.6156379845,1,1,0.651650076965,81.2878394402,3,0,0.230565055273,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/goldfinch_12.jpg,Birds,0,goldfinch,0,22,22,33,83.2514681638,nV_V,2,83.256445333,84.4940698791,0,1,0.701815257198,85.216435079,2,0,0.110455012065,5,8.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/drum_17.jpg,Musical_Inst,0,drum,0,23,23,25,87.0597384656,nV_V,1,87.0647207136,88.2923164864,1,1,0.421142314444,88.734011277,2,0,0.140524337301,5,8.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/table_21.jpg,Furniture,0,table,0,24,24,81,90.6074519578,V_nV,2,90.6133816809,91.8400294858,1,2,0.441186639946,92.3017852677,3,0,0.120500458288,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/teapot_1.jpg,Kitchen_Uten,0,teapot,0,25,25,83,94.1551660403,nV_V,1,94.1601501829,95.3877467524,0,2,0.832031542668,96.2403358577,2,0,0.230572855682,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/crab_23.jpg,Marine_creatures,0,crab,0,26,26,21,98.2039665551,nV_V,2,98.2090182457,99.4365496244,1,2,0.411134457798,99.8782770766,1,1,0.130502059474,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/train_7.jpg,Vehicles,0,train,0,27,27,87,101.741664612,nV_V,1,101.747373962,102.994294405,0,2,0.350826080889,103.365694789,3,0,0.180613180273,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/whale_21.jpg,Marine_creatures,0,whale,0,28,28,94,105.27934642,V_nV,1,105.285183555,106.511928016,1,1,0.531389445881,107.063870984,3,0,0.17059306812,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/small-saucepan_12.jpg,Kitchen_Uten,0,small-saucepan,0,29,29,77,108.967360309,nV_V,1,108.972289975,110.199949443,0,2,2.63596079405,112.856456082,3,0,0.190640495275,5,7.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/wardrobe_23.jpg,Furniture,0,wardrobe,0,30,30,93,114.780000439,V_nV,2,114.785730774,116.012583234,1,2,0.591522505856,116.62465245,1,1,0.110465282574,5,7.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/elephant_11.jpg,Animals,0,elephant,0,31,31,27,118.468019836,nV_V,2,118.47283774,119.72064631,1,2,0.561287848628,120.302473158,3,0,0.0804066153942,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bookcase_7.jpg,Furniture,0,bookcase,0,32,32,8,122.115956344,V_nV,2,122.120884303,123.348535285,0,1,0.651652551023,124.020732827,3,0,0.130510664661,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/ostrich_23.jpg,Birds,0,ostrich,0,33,33,56,125.884138141,V_nV,1,125.889047006,127.11672427,0,2,0.721792741911,127.859056932,1,1,0.120478526573,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/dolphin_10.jpg,Marine_creatures,0,dolphin,0,34,34,23,129.712460573,V_nV,1,129.718350992,130.97511111,1,1,0.350995191257,131.346661747,3,0,0.120500931866,5,7.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/duck_23.jpg,Birds,0,duck,0,35,35,26,133.200041238,nV_V,2,133.204981178,134.442649401,1,2,0.551442643744,135.014640047,3,0,0.140524983522,5,7.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/palace_24.jpg,Buildings,0,palace,0,36,36,58,136.888059492,V_nV,2,136.89296271,138.130666045,0,1,0.521359830513,138.67261793,2,0,0.120510570938,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/owl_23.jpg,Birds,0,owl,0,37,37,57,140.525970917,nV_V,2,140.530821629,141.758570355,1,2,0.350984864519,142.130082012,1,1,0.080396653153,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/killer-whale_19.jpg,Marine_creatures,0,killer-whale,0,38,38,43,143.9434297,V_nV,1,143.949295559,145.196027272,0,2,0.561452000402,145.778047098,3,0,0.140531784389,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/kiwi_14.jpg,Birds,0,kiwi,0,39,39,44,147.651468554,V_nV,1,147.656307484,148.884044954,0,2,0.0302883406403,148.93488885,1,1,0.22070506867,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bedside-table_3.jpg,Furniture,0,bedside-table,0,40,40,6,150.888496506,nV_V,1,150.894259269,152.131103462,1,1,0.500269136159,152.652980191,2,0,0.120479759644,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/axe_10.jpg,Tools,0,axe,0,41,41,3,154.506485797,V_nV,2,154.511298423,155.748972946,0,1,0.451199022937,156.220721787,2,0,0.100442700437,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/manatee_24.jpg,Marine_creatures,0,manatee,0,42,42,52,158.054106354,nV_V,2,158.058850556,159.286659307,0,1,0.320925001521,159.628136311,2,0,0.150551622268,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_17.jpg,Furniture,0,lectern,0,43,43,47,161.511588322,V_nV,2,161.516418069,162.754212538,0,1,0.541406080825,163.316161181,2,0,0.130511935335,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/lioness_7.jpg,Animals,0,lioness,0,44,44,48,165.189602554,V_nV,1,165.194402387,166.422174932,1,1,0.431161227287,166.873889214,2,0,0.120480631478,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/pigeon_20.jpg,Birds,0,pigeon,0,45,45,63,168.727281032,nV_V,2,168.732066899,169.969896409,0,1,0.591510810889,170.581954398,2,0,0.0902660717256,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/bus_5.jpg,Vehicles,0,bus,0,46,46,9,172.405274113,nV_V,1,172.410083905,173.6378604,1,1,0.952291967231,174.620728847,3,0,0.110466365353,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/shark_25.jpg,Marine_creatures,0,shark,0,47,47,75,176.464099033,V_nV,1,176.468932084,177.69668511,0,2,0.661656659446,178.37890193,3,0,0.0805223094067,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/sperm-whale_14.jpg,Marine_creatures,0,sperm-whale,0,48,48,80,180.19222296,V_nV,1,180.196972607,181.424793395,1,1,0.882144215982,182.327473865,2,0,0.100639660377,5,7.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/Chest-of-drawers_15.jpg,Furniture,0,Chest-of-drawers,0,49,49,0,184.16084088,nV_V,1,184.16780699,185.393425261,1,1,0.581490044133,185.995469657,2,0,0.0904160584323,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/saucepan_5.jpg,Kitchen_Uten,0,saucepan,0,50,50,71,187.818787481,nV_V,1,187.823579758,189.051372832,1,1,0.781989244395,189.853911741,1,1,0.300868916558,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/zebra_3.jpg,Animals,0,zebra,0,51,51,95,191.887631848,nV_V,2,191.892441843,193.13023724,0,1,0.641619777074,193.79242338,2,0,0.110454391688,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/narwhal_14.jpg,Marine_creatures,0,narwhal,0,52,52,55,195.63578283,V_nV,1,195.640600694,196.868364595,0,2,0.48126439692,197.370201991,1,1,0.0904134195298,5,8.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cheetah_17.jpg,Animals,0,cheetah,0,53,53,16,199.193512935,nV_V,2,199.199567209,200.446142615,1,2,0.751860202174,201.218558113,2,0,0.200655829511,5,7.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/castle_9.jpg,Buildings,0,castle,0,54,54,12,203.15212235,nV_V,1,203.156927864,204.384702371,1,1,0.300875318702,204.706152474,1,1,0.190631908947,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/dragonfly_23.jpg,Insects,0,dragonfly,0,55,55,24,206.629683498,nV_V,2,206.634533901,207.87228816,0,1,0.51134611282,208.404181261,1,1,0.280844541849,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/partridge_20.jpg,Birds,0,partridge,0,56,56,59,210.417921864,V_nV,1,210.423967924,211.70060613,1,1,0.501156153507,212.222316451,3,0,0.130506570684,5,6.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/coking-pot_26.jpg,Kitchen_Uten,0,coking-pot,0,57,57,18,214.085890849,nV_V,1,214.090578759,215.338518443,0,2,0.701770103886,216.06084256,3,0,0.140527310665,5,7.5,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hummingbird_24.jpg,Birds,0,hummingbird,0,58,58,42,217.934255775,nV_V,2,217.93912042,219.166842003,1,2,0.621599086677,219.809004137,1,1,0.110457617091,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/van_11.jpg,Vehicles,0,van,0,59,59,91,221.652349042,nV_V,1,221.657119334,222.914994951,1,1,0.371016675024,223.306559535,3,0,0.120478707133,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/mill_7.jpg,Buildings,0,mill,0,60,60,53,225.159967206,V_nV,2,225.166163737,226.402569158,0,1,0.341052074102,226.764191675,1,1,0.51134591375,5,6.0,32,bw,99.7829599781,2019_may_20_1023,006,256,20,5,Lierni,Experiment_EEG_version,20,
