category,probe_path,subcategory,fixation_duration,label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_onset_time,response_window,correctAns,probe_onset,discrim_resptime,response.corr,response.keys,response.rt,visible_resptime,visible.keys,visible.corr,visible.rt,probeFrames,jitter2,n_square,experiment_color,frameRate,date,session,image_size,premask_dur,probeFrames,participant,expName,postmask_dur,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/hippopotamus_1.jpg,Animals,0,hippopotamus,0,0,0,39,3.71569192456,nV_V,2,3.73713876074,4.99838218605,1,2,0.731834928738,5.76106695132,3,0,0.200670881663,5,6.5,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tapir_24.jpg,Animals,0,tapir,0,1,1,82,7.69433445553,V_nV,1,7.69921656651,8.93694604305,0,2,0.160587369232,9.11810076423,1,1,0.0302936488297,5,7.5,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tiger_9.jpg,Animals,0,tiger,0,2,2,84,10.8812670393,nV_V,2,10.8865848244,12.1338922167,1,2,0.00010389671661,12.1545529319,1,1,0.0603517144918,5,6.0,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/sperm-whale_22.jpg,Marine_creatures,0,sperm-whale,0,3,3,80,13.9479324548,V_nV,1,13.9531767447,15.2105855672,0,2,0.330950797768,15.5620974728,2,0,0.491295317188,5,6.5,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/giraffe_14.jpg,Animals,0,giraffe,0,4,4,32,17.7863001528,nV_V,2,17.7912417138,19.0389031835,0,1,0.0904329793993,19.1499073156,1,1,1.22293013986,5,6.0,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/whale_14.jpg,Marine_creatures,0,whale,0,5,5,94,22.1056695145,V_nV,1,22.110519171,23.388357182,1,1,0.571467119968,23.980372245,2,0,0.0802360123489,5,7.0,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/rhino_21.jpg,Animals,0,rhino,0,6,6,68,25.7936778134,V_nV,1,25.7991104464,27.0663519476,1,1,0.831899773795,27.9189348952,3,0,0.200665780343,5,6.5,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hen_13.jpg,Birds,0,hen,0,7,7,38,29.8525054967,V_nV,1,29.8575849393,31.1051274182,0,2,0.541407855228,31.6671091781,2,0,0.200647506397,5,8.0,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/motorbike_21.jpg,Vehicles,0,motorbike,0,8,8,54,33.6006540733,nV_V,1,33.6055908222,34.8432696306,1,1,0.761897051008,35.6256962256,3,0,0.401114680339,5,7.0,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/duck_0.jpg,Birds,0,duck,0,9,9,26,37.7596948554,nV_V,2,37.7645974546,38.9922793494,1,2,0.170600094134,39.1834193827,1,1,0.120480278041,5,6.0,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/couch_15.jpg,Furniture,0,couch,0,10,10,19,41.0368275796,nV_V,1,41.042287389,42.2894434186,0,2,0.050353763625,42.3603578652,1,1,0.180636375444,5,6.5,32,bw,99.7833941808,2019_may_28_1029,017,256,20,5,leyre,Experiment_EEG_version,20,
