conscious_state,score,fold
unconscious,0.5595994137762579,1
unconscious,0.4551015414729631,2
unconscious,0.4366074030894782,3
unconscious,0.44205849685301735,4
unconscious,0.4412878787878788,5
unconscious,0.5031707317073171,6
unconscious,0.5426267281105991,7
unconscious,0.4531163816878103,8
unconscious,0.48890900860117703,9
unconscious,0.5101491300745651,10
unconscious,0.5544055944055944,11
unconscious,0.4136054421768707,12
unconscious,0.5883620689655173,13
unconscious,0.4895927601809955,14
unconscious,0.5181818181818182,15
unconscious,0.5189338235294118,16
unconscious,0.551603498542274,17
unconscious,0.48178453146308203,18
unconscious,0.4777131782945736,19
unconscious,0.539612188365651,20
unconscious,0.5116939525559638,21
unconscious,0.5674951267056529,22
unconscious,0.4756140350877193,23
unconscious,0.4705263157894737,24
unconscious,0.5025371511417179,25
unconscious,0.5906084656084656,26
unconscious,0.5068685169610317,27
unconscious,0.492686170212766,28
unconscious,0.5576923076923077,29
unconscious,0.5061465721040188,30
unconscious,0.5251984126984127,31
unconscious,0.5478662053056517,32
unconscious,0.5389676113360324,33
unconscious,0.5249660326086956,34
unconscious,0.5505982905982906,35
unconscious,0.475868544600939,36
unconscious,0.420584968530174,37
unconscious,0.4333542582130153,38
unconscious,0.4211965811965812,39
unconscious,0.515406162464986,40
unconscious,0.48807795977607304,41
unconscious,0.4691952252599153,42
unconscious,0.4931985294117647,43
unconscious,0.5022867904223837,44
unconscious,0.5293927648578812,45
unconscious,0.4802771855010661,46
unconscious,0.42266824085005894,47
unconscious,0.4842978122794637,48
unconscious,0.5008361204013378,49
unconscious,0.4563532187394675,50
glimpse,0.5645645645645646,1
glimpse,0.525,2
glimpse,0.4765151515151516,3
glimpse,0.4722832722832723,4
glimpse,0.4768270944741533,5
glimpse,0.4576400841461082,6
glimpse,0.5073380566801621,7
glimpse,0.5313939393939394,8
glimpse,0.5260869565217392,9
glimpse,0.4672167707404104,10
glimpse,0.4513513513513514,11
glimpse,0.5074557315936628,12
glimpse,0.5056497175141244,13
glimpse,0.5288326300984529,14
glimpse,0.4091706888986398,31
glimpse,0.47883597883597884,32
glimpse,0.4878048780487805,33
glimpse,0.4698879551820728,34
glimpse,0.4318813716404078,35
glimpse,0.48455139631610217,36
glimpse,0.38440170940170937,37
glimpse,0.4402714932126697,38
glimpse,0.4575424575424576,39
glimpse,0.4935243328100471,40
glimpse,0.5017522160379303,41
glimpse,0.4596638655462185,42
glimpse,0.5057651991614256,43
glimpse,0.44796484736355224,44
glimpse,0.558294470353098,45
glimpse,0.4617208672086721,46
glimpse,0.5479166666666666,47
glimpse,0.48928408572731413,48
glimpse,0.5173858399664852,49
glimpse,0.5285527462946819,50
conscious,0.5567375886524824,1
conscious,0.45923913043478265,2
conscious,0.4911764705882353,3
conscious,0.5591463414634146,4
conscious,0.605658709106985,5
conscious,0.5748355263157895,6
conscious,0.5325520833333333,7
conscious,0.5212121212121212,8
conscious,0.5150166852057843,9
conscious,0.5441919191919191,10
conscious,0.43448275862068964,11
conscious,0.4414414414414415,12
conscious,0.5636604774535809,13
conscious,0.5608465608465609,14
conscious,0.46253469010175763,15
conscious,0.5168128654970761,16
conscious,0.5991379310344828,17
conscious,0.5789473684210527,18
conscious,0.5227864583333334,19
conscious,0.5950000000000001,20
conscious,0.5,21
conscious,0.5305232558139534,22
conscious,0.58984375,23
conscious,0.5385964912280702,24
conscious,0.5305944055944056,25
conscious,0.5011441647597255,26
conscious,0.5535535535535536,27
conscious,0.535,28
conscious,0.5519713261648747,29
conscious,0.5431519699812383,30
conscious,0.5662491760052735,31
conscious,0.4852941176470589,32
conscious,0.4738095238095238,33
conscious,0.6430801248699272,34
conscious,0.5510752688172043,35
conscious,0.5080128205128205,36
conscious,0.6328888888888888,37
conscious,0.5088948787061995,38
conscious,0.42743221690590105,39
conscious,0.543956043956044,40
conscious,0.4857142857142857,41
conscious,0.625,42
conscious,0.4884823848238482,43
conscious,0.37890625,44
conscious,0.5851619644723093,45
conscious,0.48307692307692307,46
conscious,0.5359073359073359,47
conscious,0.4442857142857143,48
conscious,0.5039772727272727,49
conscious,0.4900332225913621,50
