roi_name,side,feature_selector,conscious_state,ps_mean,ps_std,p,t,diff,ps_corrected,stars
fusiform,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,58.48982867360839,0.2941552305096256,0.0009599904000959993,***
fusiform,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,56.98422519100108,0.2826886813808866,0.0009599904000959993,***
fusiform,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,58.69042263429314,0.28709755421317174,0.0009599904000959993,***
fusiform,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,56.990034449909295,0.2827336201518112,0.0009599904000959993,***
fusiform,rh,Mutual,conscious,1.939980600193998e-05,8.811268196082316e-06,8.522631228959724e-06,4.305754942294039,0.021784931368261966,0.0018623813761862382,**
fusiform,rh,None,conscious,0.11309656903430966,0.0009615452243774979,0.11254438936605234,1.2132969613158078,0.006261418507103185,1.0,n.s.
fusiform,rh,PCA,conscious,0.011396086039139608,0.00034493068933409417,0.011216037449671284,2.2838680368607878,0.011689242784710136,1.0,n.s.
fusiform,rh,RandomForest,conscious,0.0517368826311737,0.000724540365178289,0.05157833832587715,1.6301157936657031,0.008507472748416968,1.0,n.s.
inferiorparietal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,54.23148674970727,0.2501980754310357,0.0009599904000959993,***
inferiorparietal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,58.489603781214214,0.2547242596116738,0.0009599904000959993,***
inferiorparietal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,59.22874953604737,0.25524082662420944,0.0009599904000959993,***
inferiorparietal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,58.489603781214214,0.2547242596116738,0.0009599904000959993,***
inferiorparietal,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.297079735671743e-49,14.883807391842112,0.07790711009971085,0.0009599904000959993,***
inferiorparietal,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.166080147966012e-30,11.547042959672499,0.05867653725171651,0.0009599904000959993,***
inferiorparietal,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,6.603737359492429e-33,11.99870596801556,0.060787264796635744,0.0009599904000959993,***
inferiorparietal,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.2737967335488706e-42,13.751852849271748,0.06958495296284845,0.0009599904000959993,***
inferiortemporal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.783248850658764e-107,22.659459224002006,0.11699508504536704,0.0009599904000959993,***
inferiortemporal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.890012751017141e-78,19.13779307864669,0.10182849800356661,0.0009599904000959993,***
inferiortemporal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.363281491934922e-76,18.8612058727564,0.10002448835518446,0.0009599904000959993,***
inferiortemporal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.890012751017141e-78,19.13779307864669,0.10182849800356661,0.0009599904000959993,***
inferiortemporal,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.7712340340033e-19,8.996484334711184,0.05065351678869039,0.0009599904000959993,***
inferiortemporal,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.548462978189741e-42,13.718080235342965,0.07584889779544784,0.0009599904000959993,***
inferiortemporal,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.7386539844391306e-40,13.41950985846334,0.07428815948307958,0.0009599904000959993,***
inferiortemporal,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.265865995833217e-34,12.333680348324561,0.07074801234539689,0.0009599904000959993,***
lateraloccipital,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.823623126680094e-62,16.8739856014148,0.08256774976222996,0.0009599904000959993,***
lateraloccipital,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.08224441348541e-68,17.740248744751167,0.08959318179339058,0.0009599904000959993,***
lateraloccipital,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.659775269763247e-77,18.954583169197992,0.09311451519474348,0.0009599904000959993,***
lateraloccipital,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.572476646210257e-64,17.182137133671816,0.08851153410531407,0.0009599904000959993,***
lateraloccipital,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.098968236490103e-26,10.606251164848429,0.06140703765167017,0.0009599904000959993,***
lateraloccipital,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.8095853067103972e-69,17.928443131062824,0.09692699462867743,0.0009599904000959993,***
lateraloccipital,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,7.145050682324597e-69,17.845709998318736,0.09645511365464125,0.0009599904000959993,***
lateraloccipital,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.1937915463115583e-37,12.904436662816567,0.07177314834710966,0.0009599904000959993,***
lingual,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,7.35069e-317,41.79862910221334,0.2054579497529299,0.0009599904000959993,***
lingual,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.2533397564744379e-234,35.02533591277997,0.1869882037289592,0.0009599904000959993,***
lingual,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,7.827474706744773e-232,34.78429306371136,0.18633749766622898,0.0009599904000959993,***
lingual,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.2533397564744379e-234,35.02533591277997,0.1869882037289592,0.0009599904000959993,***
lingual,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,6.059742352332943e-100,21.806179328206348,0.11327872476504178,0.0009599904000959993,***
