conscious_state,score,fold
unconscious,0.5065530799475754,1
unconscious,0.5498056365403304,2
unconscious,0.6046195652173912,3
unconscious,0.5760713258556227,4
unconscious,0.5240054869684498,5
unconscious,0.5042328042328043,6
unconscious,0.5932017543859649,7
unconscious,0.5421316964285715,8
unconscious,0.49577702702702703,9
unconscious,0.5249322493224933,10
unconscious,0.5376819126819127,11
unconscious,0.5422740524781341,12
unconscious,0.5724554341575618,13
unconscious,0.48694779116465864,14
unconscious,0.5066162570888468,15
unconscious,0.5609388458225668,16
unconscious,0.5920720720720721,17
unconscious,0.47977941176470584,18
unconscious,0.49646074646074645,19
unconscious,0.5789126128109179,20
unconscious,0.5569358178053829,21
unconscious,0.6348566308243727,22
unconscious,0.5221415607985481,23
unconscious,0.5341212352268395,24
unconscious,0.5492216117216117,25
unconscious,0.5745192307692308,26
unconscious,0.5949561403508772,27
unconscious,0.5304332259219477,28
unconscious,0.5910815939278937,29
unconscious,0.5265942634363687,30
unconscious,0.44436433549627496,31
unconscious,0.5060714285714286,32
unconscious,0.5293819655521783,33
unconscious,0.5449758666081616,34
unconscious,0.5099562894609033,35
unconscious,0.5797491039426523,36
unconscious,0.5168010752688172,37
unconscious,0.5452586206896551,38
unconscious,0.5781862745098039,39
unconscious,0.5302930160828376,40
unconscious,0.3805620608899297,41
unconscious,0.5142056822729092,42
unconscious,0.5096626269243367,43
unconscious,0.5430232558139535,44
unconscious,0.5513626834381551,45
unconscious,0.5384441429217548,46
unconscious,0.55,47
unconscious,0.5039721946375373,48
unconscious,0.5186842694115015,49
unconscious,0.5151909722222222,50
glimpse,0.7749301025163093,1
glimpse,0.6891339869281046,2
glimpse,0.7542773935202038,3
glimpse,0.6803405572755417,4
glimpse,0.7860310421286031,5
glimpse,0.7328629032258065,6
glimpse,0.8190993788819876,7
glimpse,0.6689189189189189,8
glimpse,0.7494019138755981,9
glimpse,0.7010869565217391,10
glimpse,0.7366609294320138,11
glimpse,0.6636713735558408,12
glimpse,0.7096774193548385,13
glimpse,0.6831955922865014,14
glimpse,0.76171875,15
glimpse,0.7619311875693673,16
glimpse,0.7570009033423668,17
glimpse,0.684045584045584,18
glimpse,0.7423001949317739,19
glimpse,0.6958333333333334,20
glimpse,0.771904761904762,21
glimpse,0.7372294372294371,22
glimpse,0.815891472868217,23
glimpse,0.754079254079254,24
glimpse,0.8148584905660377,25
glimpse,0.6499169435215947,26
glimpse,0.7211860353897657,27
glimpse,0.786946736684171,28
glimpse,0.7334905660377358,29
glimpse,0.739733629300777,30
glimpse,0.7014508928571429,31
glimpse,0.7036510194404931,32
glimpse,0.7277167277167277,33
glimpse,0.7366707366707367,34
glimpse,0.7009685230024213,35
glimpse,0.7572192513368984,36
glimpse,0.8561847988077496,37
glimpse,0.805625,38
glimpse,0.7181818181818183,39
glimpse,0.7090729783037475,40
glimpse,0.7454931071049841,41
glimpse,0.6422619047619048,42
glimpse,0.7397119341563787,43
glimpse,0.7164750957854406,44
glimpse,0.7054545454545454,45
glimpse,0.7324393358876117,46
glimpse,0.7522682445759369,47
glimpse,0.7728448275862069,48
glimpse,0.6583124477861321,49
glimpse,0.74765625,50
conscious,0.8548621190130624,1
conscious,0.8644278606965173,2
conscious,0.6122661122661124,3
conscious,0.8289473684210527,4
conscious,0.6666666666666667,5
conscious,0.8152777777777779,6
conscious,0.7385057471264368,7
conscious,0.6807278742762612,8
conscious,0.648989898989899,9
conscious,0.7488425925925926,10
conscious,0.7459770114942529,11
conscious,0.7807203389830508,12
conscious,0.7647058823529411,13
conscious,0.7189743589743589,14
conscious,0.7312500000000001,15
conscious,0.7491883116883117,16
conscious,0.7681818181818182,17
conscious,0.6332046332046333,18
conscious,0.7007211538461539,19
conscious,0.8571428571428571,20
conscious,0.7670886075949367,21
conscious,0.7968960863697706,22
conscious,0.7453416149068324,23
conscious,0.7447735191637631,24
conscious,0.7916666666666667,25
conscious,0.6685340802987862,26
conscious,0.7171171171171171,27
conscious,0.7851335656213705,28
conscious,0.836890243902439,29
conscious,0.7470588235294118,30
conscious,0.7515151515151515,31
conscious,0.5813782991202346,32
conscious,0.8272727272727273,33
conscious,0.7548076923076923,34
conscious,0.7275541795665634,35
conscious,0.8101851851851852,36
conscious,0.8509615384615384,37
conscious,0.6423809523809524,38
conscious,0.9516129032258065,39
conscious,0.8363095238095238,40
conscious,0.6968944099378882,41
conscious,0.8461538461538461,42
conscious,0.7599637681159419,43
conscious,0.7283072546230441,44
conscious,0.810204081632653,45
conscious,0.7566433566433566,46
conscious,0.7071428571428572,47
conscious,0.7400793650793651,48
conscious,0.5807050092764379,49
conscious,0.9404761904761906,50
