conscious_state,diff,feature_selector,ps_mean,ps_std,roi_name,side,ps_corrected
conscious,0.19761627906976742,Mutual,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.20521846370683583,None,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.21119274136716004,PCA,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.20521846370683583,RandomForest,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.13761804087385487,Mutual,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.1514675828047921,None,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.14844256518675114,PCA,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.1514675828047921,RandomForest,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.17691860465116271,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.18634601832276243,None,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.1851849894291755,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.18634601832276243,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.0991384778012685,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.1195912614517265,None,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.11862050739957719,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.1195912614517265,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.11825933756166318,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.1297991543340381,None,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.13436222692036648,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.1297991543340381,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.11025017618040878,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.11306025369978856,None,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.1144679351656096,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.11306025369978856,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.16959126145172665,Mutual,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
conscious,0.16667195207892893,None,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
conscious,0.1652572233967583,PCA,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
conscious,0.16667195207892893,RandomForest,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
conscious,0.11297040169133188,Mutual,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
conscious,0.1318710359408034,None,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
conscious,0.1314605355884425,PCA,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
conscious,0.1318710359408034,RandomForest,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
conscious,0.10264094432699078,Mutual,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,0.009599040095990396
conscious,0.11427766032417197,None,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,0.009599040095990396
conscious,0.11347075405214946,PCA,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,0.009599040095990396
conscious,0.11427766032417197,RandomForest,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,0.009599040095990396
conscious,-0.014300563777307984,Mutual,0.9999980001999799,1.3998600139988324e-05,lingual,rh,1.0
conscious,-0.01890063424947147,None,1.0,0.0,lingual,rh,1.0
conscious,-0.01902748414376315,PCA,1.0,0.0,lingual,rh,1.0
conscious,-0.01890063424947147,RandomForest,1.0,0.0,lingual,rh,1.0
conscious,0.07463530655391115,Mutual,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,0.009599040095990396
conscious,0.08253875968992253,None,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,0.009599040095990396
conscious,0.08237491190979573,PCA,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,0.009599040095990396
conscious,0.08610641296687804,RandomForest,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,0.009599040095990396
conscious,-0.01836152219873155,Mutual,1.0,0.0,parahippocampal,rh,1.0
conscious,-0.015986610288935887,None,1.0,0.0,parahippocampal,rh,1.0
conscious,-0.016976744186046444,PCA,1.0,0.0,parahippocampal,rh,1.0
conscious,-0.0007628611698379251,RandomForest,0.5955904409559044,0.0055270417093149235,parahippocampal,rh,1.0
conscious,-0.012248062015503935,Mutual,0.9996460353964604,0.00020561017598442563,pericalcarine,lh,1.0
conscious,-0.011013037350246668,None,0.9977192280771924,0.0005064461470829295,pericalcarine,lh,1.0
conscious,-0.013831923890063436,PCA,0.9997990200979902,0.0001389069500741107,pericalcarine,lh,1.0
conscious,-0.036531007751938016,RandomForest,1.0,0.0,pericalcarine,lh,1.0
conscious,-0.020695912614517253,Mutual,1.0,0.0,pericalcarine,rh,1.0
conscious,-0.0027942212825934343,None,0.7944315568443155,0.003955079052751131,pericalcarine,rh,1.0
conscious,-0.0011346018322762053,PCA,0.6303879612038796,0.004342364285262305,pericalcarine,rh,1.0
conscious,-0.0035782241014798433,RandomForest,0.8543735626437354,0.0035970586740267122,pericalcarine,rh,1.0
conscious,0.02726039464411556,Mutual,9.999000099989996e-05,5.421010862427522e-20,precuneus,lh,0.009599040095990396
conscious,0.006781183932346613,None,0.020623937606239377,0.0013871334301097434,precuneus,lh,1.0
conscious,0.005179704016913367,PCA,0.058435156484351575,0.002554547668763389,precuneus,lh,1.0
conscious,0.006781183932346613,RandomForest,0.02028097190280971,0.001563049055883582,precuneus,lh,1.0
conscious,0.02578752642706128,Mutual,9.999000099989996e-05,5.421010862427522e-20,precuneus,rh,0.009599040095990396
conscious,-0.005262508809020516,None,0.8926317368263175,0.002656623307874782,precuneus,rh,1.0
conscious,-0.0039059196617335923,PCA,0.824156584341566,0.003816499144661124,precuneus,rh,1.0
conscious,-0.005262508809020516,RandomForest,0.8920417958204179,0.0029923816669750404,precuneus,rh,1.0
conscious,0.010829809725158568,Mutual,0.0005089491050894911,0.00017723633132753664,rostralmiddlefrontal,lh,0.04885911408859114
conscious,0.0063442565186750954,None,0.02550744925507449,0.0015962425807015698,rostralmiddlefrontal,lh,1.0
conscious,0.004425651867512315,PCA,0.08436956304369563,0.0030300296520415037,rostralmiddlefrontal,lh,1.0
conscious,0.0063442565186750954,RandomForest,0.02486251374862514,0.0015026720775822042,rostralmiddlefrontal,lh,1.0
conscious,-0.012651515151515191,Mutual,0.9999360063993601,8.063931668296891e-05,rostralmiddlefrontal,rh,1.0
conscious,-0.010822762508808925,None,0.9994520547945206,0.00022245471962780282,rostralmiddlefrontal,rh,1.0
conscious,-0.010489781536293208,PCA,0.9992150784921509,0.00031568190950679117,rostralmiddlefrontal,rh,1.0
conscious,-0.010822762508808925,RandomForest,0.9994400559944006,0.0002297595299085277,rostralmiddlefrontal,rh,1.0
conscious,-0.0033315715292459025,Mutual,0.8541745825417457,0.003230002060836531,superiorfrontal,lh,1.0
conscious,-0.014871388301620825,None,0.99999700029997,1.7057016407594053e-05,superiorfrontal,lh,1.0
conscious,-0.014043340380549718,PCA,0.99999700029997,1.7057016407594053e-05,superiorfrontal,lh,1.0
conscious,-0.014871388301620825,RandomForest,0.99999900009999,9.94887948311954e-06,superiorfrontal,lh,1.0
conscious,-0.02592670894996485,Mutual,1.0,0.0,superiorfrontal,rh,1.0
conscious,-0.021175123326286016,None,1.0,0.0,superiorfrontal,rh,1.0
conscious,-0.021242071881606706,PCA,1.0,0.0,superiorfrontal,rh,1.0
conscious,-0.021175123326286016,RandomForest,1.0,0.0,superiorfrontal,rh,1.0
conscious,0.07314658210007052,Mutual,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,lh,0.009599040095990396
conscious,0.058622269203664645,None,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,lh,0.009599040095990396
conscious,0.05686398872445375,PCA,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,lh,0.009599040095990396
conscious,0.058622269203664645,RandomForest,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,lh,0.009599040095990396
conscious,0.03906624383368562,Mutual,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,rh,0.009599040095990396
conscious,0.025667723749119076,None,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,rh,0.009599040095990396
conscious,0.025778717406624407,PCA,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,rh,0.009599040095990396
conscious,0.025667723749119076,RandomForest,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,rh,0.009599040095990396
conscious,0.054353417899929535,Mutual,9.999000099989996e-05,5.421010862427522e-20,ventrolateralPFC,lh,0.009599040095990396
conscious,0.06352360817477098,None,9.999000099989996e-05,5.421010862427522e-20,ventrolateralPFC,lh,0.009599040095990396
conscious,0.06364693446088798,PCA,9.999000099989996e-05,5.421010862427522e-20,ventrolateralPFC,lh,0.009599040095990396
conscious,0.06352360817477098,RandomForest,9.999000099989996e-05,5.421010862427522e-20,ventrolateralPFC,lh,0.009599040095990396
conscious,0.014275898520084596,Mutual,0.00010098990100989898,9.948879483117889e-06,ventrolateralPFC,rh,0.009695030496950302
conscious,-0.0013742071881606699,None,0.6799230076992299,0.004693486232760085,ventrolateralPFC,rh,1.0
conscious,-0.0014164904862580263,PCA,0.6858454154584543,0.004572638405397093,ventrolateralPFC,rh,1.0
conscious,-0.0013742071881606699,RandomForest,0.6804109589041096,0.004297623168953263,ventrolateralPFC,rh,1.0
glimpse,0.158783275462963,Mutual,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
glimpse,0.17404513888888895,None,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
glimpse,0.1730497685185185,PCA,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
glimpse,0.16223958333333333,RandomForest,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
glimpse,0.10018373842592587,Mutual,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
glimpse,0.11588541666666663,None,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
glimpse,0.11615162037037041,PCA,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
glimpse,0.11010416666666667,RandomForest,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
glimpse,0.12506510416666672,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
glimpse,0.12098524305555547,None,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
glimpse,0.11981770833333338,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
glimpse,0.12000868055555547,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
glimpse,0.10365885416666665,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
glimpse,0.11594907407407407,None,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
glimpse,0.11478298611111104,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
glimpse,0.11555266203703696,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
glimpse,0.0688208912037036,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
glimpse,0.07214699074074071,None,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
glimpse,0.07175636574074074,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
glimpse,0.0779050925925926,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
glimpse,0.07117042824074071,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
glimpse,0.09206452546296306,None,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
glimpse,0.09115162037037039,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
glimpse,0.07905960648148147,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
glimpse,0.11427228009259272,Mutual,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
glimpse,0.1284505208333333,None,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
glimpse,0.13048755787037036,PCA,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
glimpse,0.12069444444444433,RandomForest,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
glimpse,0.056594328703703733,Mutual,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
glimpse,0.05550057870370373,None,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
glimpse,0.056763599537037135,PCA,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
glimpse,0.05420283564814821,RandomForest,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
glimpse,0.0848509837962963,Mutual,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,0.009599040095990396
glimpse,0.08255642361111104,None,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,0.009599040095990396
glimpse,0.08095341435185177,PCA,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,0.009599040095990396
glimpse,0.07912615740740747,RandomForest,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,0.009599040095990396
glimpse,0.0497309027777777,Mutual,9.999000099989996e-05,5.421010862427522e-20,lingual,rh,0.009599040095990396
glimpse,0.030313946759259247,None,9.999000099989996e-05,5.421010862427522e-20,lingual,rh,0.009599040095990396
glimpse,0.030706018518518507,PCA,9.999000099989996e-05,5.421010862427522e-20,lingual,rh,0.009599040095990396
glimpse,0.045931712962963056,RandomForest,9.999000099989996e-05,5.421010862427522e-20,lingual,rh,0.009599040095990396
glimpse,0.06247540509259253,Mutual,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,0.009599040095990396
glimpse,0.08142939814814809,None,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,0.009599040095990396
glimpse,0.07979456018518516,PCA,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,0.009599040095990396
glimpse,0.0820167824074074,RandomForest,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,0.009599040095990396
glimpse,0.03050202546296299,Mutual,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,0.009599040095990396
glimpse,0.04043258101851843,None,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,0.009599040095990396
glimpse,0.03861255787037032,PCA,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,0.009599040095990396
glimpse,0.0442462384259259,RandomForest,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,0.009599040095990396
glimpse,-0.01385850694444446,Mutual,0.9999510048995098,6.556020385076782e-05,pericalcarine,lh,1.0
glimpse,-0.016448206018518596,None,0.99999900009999,9.94887948311954e-06,pericalcarine,lh,1.0
glimpse,-0.015924479166666672,PCA,1.0,0.0,pericalcarine,lh,1.0
glimpse,-0.020060763888888944,RandomForest,1.0,0.0,pericalcarine,lh,1.0
glimpse,0.041103877314814796,Mutual,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,rh,0.009599040095990396
glimpse,0.04331452546296288,None,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,rh,0.009599040095990396
glimpse,0.04089699074074071,PCA,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,rh,0.009599040095990396
glimpse,0.045792824074074145,RandomForest,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,rh,0.009599040095990396
glimpse,0.03758101851851847,Mutual,9.999000099989996e-05,5.421010862427522e-20,precuneus,lh,0.009599040095990396
glimpse,0.04122685185185182,None,9.999000099989996e-05,5.421010862427522e-20,precuneus,lh,0.009599040095990396
glimpse,0.04052806712962964,PCA,9.999000099989996e-05,5.421010862427522e-20,precuneus,lh,0.009599040095990396
glimpse,0.05389612268518518,RandomForest,9.999000099989996e-05,5.421010862427522e-20,precuneus,lh,0.009599040095990396
glimpse,0.022520254629629588,Mutual,9.999000099989996e-05,5.421010862427522e-20,precuneus,rh,0.009599040095990396
glimpse,0.017760416666666612,None,9.999000099989996e-05,5.421010862427522e-20,precuneus,rh,0.009599040095990396
glimpse,0.016783854166666612,PCA,9.999000099989996e-05,5.421010862427522e-20,precuneus,rh,0.009599040095990396
glimpse,0.020499131944444415,RandomForest,9.999000099989996e-05,5.421010862427522e-20,precuneus,rh,0.009599040095990396
glimpse,0.016238425925925948,Mutual,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,lh,0.009599040095990396
glimpse,-0.00024305555555559355,None,0.5312568743125687,0.00519190798731364,rostralmiddlefrontal,lh,1.0
glimpse,-0.0009215856481482043,PCA,0.6168253174682531,0.0045358809454247835,rostralmiddlefrontal,lh,1.0
glimpse,0.0007826967592592382,RandomForest,0.39895310468953105,0.004573233855520169,rostralmiddlefrontal,lh,1.0
glimpse,0.040060763888888906,Mutual,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,rh,0.009599040095990396
glimpse,0.036147280092592604,None,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,rh,0.009599040095990396
glimpse,0.033923611111111085,PCA,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,rh,0.009599040095990396
glimpse,0.03903935185185181,RandomForest,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,rh,0.009599040095990396
glimpse,0.0068489583333333215,Mutual,0.04632636736326367,0.001927484351081302,superiorfrontal,lh,1.0
