conscious_state,diff,feature_selector,p,ps_mean,ps_std,roi_name,side,t,ps_corrected
conscious,-0.014521575984990607,None,0.9998663378926886,0.99981501849815,0.0001177804118527096,fusiform,lh,-3.6669526686148712,1.0
conscious,-0.022279549718574102,None,0.9999999660369787,0.99999900009999,9.94887948311954e-06,fusiform,rh,-5.465278907451275,1.0
conscious,-0.031754221388367726,None,0.9999999999954843,1.0,0.0,inferiorparietal,lh,-6.959012136774578,1.0
conscious,0.07187304565353346,None,2.382902205144561e-41,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,14.500668074180803,5.7189652923469465e-40
conscious,0.20458724202626644,None,3.203531436428147e-250,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,58.58034726579306,7.688475447427552e-249
conscious,0.26516572858036275,None,1.0025e-320,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,79.60243142332826,2.4059e-319
conscious,0.06228580362726705,None,5.619821885403623e-39,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,13.989477245241604,1.3487572524968696e-37
conscious,-0.006860537836147587,None,0.9601719023480237,0.9611818818118187,0.0020254124271064104,lateraloccipital,rh,-1.7556730709497868,1.0
conscious,0.007829893683552224,None,0.03692890979834301,0.03778522147785221,0.0018288001707518489,lingual,lh,1.7906335617463272,0.8862938351602323
conscious,-0.0001907442151344537,None,0.5186897376721316,0.5193590640935907,0.005855605949251723,lingual,rh,-0.04688501452446377,1.0
conscious,-0.0007223264540337645,None,0.5708159654961327,0.5706679332066793,0.0044314723528617065,parahippocampal,lh,-0.17852892825226008,1.0
conscious,0.2601594746716698,None,0.0,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,91.62637123119858,0.0
conscious,0.23111944965603504,None,9.13789794e-315,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,lh,77.62425397513643,2.19309550614e-313
conscious,0.06248280175109443,None,5.4995600630226254e-37,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,rh,13.553343444800703,1.31989441512543e-35
conscious,0.021310193871169492,None,4.039160923965772e-06,0.00011598840115988395,3.6656939865660155e-05,precuneus,lh,4.502431132204299,9.693986217517852e-05
conscious,0.006532207629768612,None,0.038209551282403706,0.03857814218578143,0.0017810787517607385,precuneus,rh,1.7749237185363753,0.9170292307776889
conscious,-0.004565353345841145,None,0.8944934944377048,0.8941335866413358,0.0028208827420751286,rostralmiddlefrontal,lh,-1.2521272090623692,1.0
conscious,0.004108818011257044,None,0.1438464585053657,0.14203479652034795,0.0032381170168452877,rostralmiddlefrontal,rh,1.0641441163494736,1.0
conscious,0.11547842401500939,None,2.4672306634983175e-117,9.999000099989996e-05,5.421010862427522e-20,superiorfrontal,lh,29.173707122947622,5.921353592395962e-116
