session 1, vis = '1', n_trials = 10
session 41, vis = '1', n_trials = 13
session 41, vis = '2', n_trials = 6
session 41, vis = '3', n_trials = 7
session 42, vis = '1', n_trials = 12
session 42, vis = '2', n_trials = 9
session 42, vis = '3', n_trials = 9
session 43, vis = '1', n_trials = 14
session 43, vis = '2', n_trials = 5
session 43, vis = '3', n_trials = 9
session 44, vis = '1', n_trials = 13
session 44, vis = '2', n_trials = 6
session 44, vis = '3', n_trials = 7
session 45, vis = '1', n_trials = 15
session 45, vis = '2', n_trials = 3
session 45, vis = '3', n_trials = 11
session 46, vis = '1', n_trials = 13
session 46, vis = '2', n_trials = 11
session 46, vis = '3', n_trials = 5
session 47, vis = '1', n_trials = 14
session 47, vis = '2', n_trials = 8
session 47, vis = '3', n_trials = 7
session 48, vis = '1', n_trials = 12
session 48, vis = '2', n_trials = 5
session 48, vis = '3', n_trials = 10
session 49, vis = '1', n_trials = 12
session 49, vis = '2', n_trials = 10
session 49, vis = '3', n_trials = 4
session 50, vis = '1', n_trials = 8
session 50, vis = '2', n_trials = 6
session 50, vis = '3', n_trials = 7
session 51, vis = '1', n_trials = 14
session 51, vis = '2', n_trials = 6
session 51, vis = '3', n_trials = 6
session 52, vis = '1', n_trials = 12
session 52, vis = '2', n_trials = 6
session 52, vis = '3', n_trials = 8
session 53, vis = '1', n_trials = 14
session 53, vis = '2', n_trials = 6
session 53, vis = '3', n_trials = 10
session 54, vis = '1', n_trials = 12
session 54, vis = '2', n_trials = 7
session 54, vis = '3', n_trials = 7

vis = 1.0,mean frames = 3.00000
vis = 1.0,prob(press 1) = 0.7891, p(press 2) = 0.2109

vis = 2.0,mean frames = 5.00000
vis = 2.0,prob(press 1) = 0.4894, p(press 2) = 0.5106

vis = 3.0,mean frames = 6.00000
vis = 3.0,prob(press 1) = 0.5099, p(press 2) = 0.4901
vis = '1',N = 659,mean frames = 3.49 +/- 1.66
p(correct) = 0.4825
RT = 0.421 +/- 0.303
vis = '2',N = 472,mean frames = 5.15 +/- 1.81
p(correct) = 0.9216
RT = 0.324 +/- 0.191
vis = '3',N = 353,mean frames = 5.91 +/- 1.83
p(correct) = 0.9915
RT = 0.327 +/- 0.183
