conscious_state,diff,feature_selector,p,ps_mean,ps_std,roi_name,side,t,ps_corrected
conscious,-0.012761904761904764,None,0.9996081909294259,0.9996130386961306,0.00019930643489803775,fusiform,lh,-3.375839152979816,1.0
conscious,0.19463945578231295,None,1.1254691861308933e-289,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,69.72780138216473,2.701126046714144e-288
conscious,0.07578231292517006,None,8.912181067640126e-82,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,22.4598988883999,2.1389234562336305e-80
conscious,0.08965079365079365,None,2.4264593445302788e-114,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,28.602941028121208,5.823502426872669e-113
conscious,0.15611791383219956,None,4.1432941083763307e-243,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,56.718268442844945,9.943905860103193e-242
conscious,0.04754648526077098,None,5.000267824701918e-25,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,10.740494453619947,1.2000642779284603e-23
conscious,0.09107709750566893,None,1.0920626809812955e-117,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,29.241340640402502,2.620950434355109e-116
conscious,0.24151473922902492,None,0.0,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,94.07827746049367,0.0
conscious,-0.002999999999999995,None,0.7776073008676979,0.7767643235676432,0.003922366486495053,lingual,lh,-0.7646436470438781,1.0
conscious,-0.014009070294784574,None,0.9999887920553198,0.99998600139986,3.746624136625998e-05,lingual,rh,-4.273220097628045,1.0
conscious,0.10946031746031745,None,2.2527833039379875e-118,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,29.372408339759893,5.40667992945117e-117
conscious,0.15693650793650793,None,1.6759616871429183e-210,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,48.68352292709918,4.022308049143004e-209
conscious,0.05362358276643991,None,3.590825296186667e-44,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,lh,15.097875236659084,8.617980710848e-43
conscious,0.2116077097505669,None,3.66727626014e-312,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,rh,76.77285453146436,8.801463024339e-311
conscious,0.004260770975056691,None,0.11124950711951716,0.11324467553244676,0.0030500497284966857,precuneus,lh,1.2211802566579097,1.0
conscious,0.013777777777777776,None,5.282473060255271e-05,0.00016498350164983498,8.29073290259824e-05,precuneus,rh,3.9033808850055656,0.0012677935344612649
conscious,0.029811791383219946,None,6.889198757380394e-15,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,lh,7.896571412593136,1.6534077017712947e-13
conscious,0.06029024943310657,None,4.0886891975754796e-67,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,rh,19.67207830202596,9.812854074181152e-66
conscious,0.08601360544217687,None,6.911232453140325e-51,9.999000099989996e-05,5.421010862427522e-20,superiorfrontal,lh,16.480504249051652,1.6586957887536779e-49
conscious,0.1451655328798186,None,1.1152879129928988e-197,9.999000099989996e-05,5.421010862427522e-20,superiorfrontal,rh,45.728677107932505,2.676690991182957e-196
conscious,-0.011587301587301585,None,0.9996669485877152,0.9996100389961003,0.00018679673724895517,superiorparietal,lh,-3.421149549505336,1.0
conscious,0.12938321995464852,None,1.5866628942329748e-163,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,rh,38.33430310252291,3.8079909461591396e-162
conscious,0.06660997732426303,None,7.676019192695465e-40,9.999000099989996e-05,5.421010862427522e-20,ventrolateralPFC,lh,14.17678970083491,1.8422446062469116e-38
conscious,-0.01138321995464852,None,0.9996590094382737,0.9996530346965303,0.00016877589476761777,ventrolateralPFC,rh,-3.4146111249273616,1.0
glimpse,-0.020020254629629627,None,0.999999999868164,1.0,0.0,fusiform,lh,-6.428474406033076,1.0
glimpse,0.09080150462962962,None,7.602139254953416e-130,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,31.583322391896726,1.82451342118882e-128
glimpse,0.006200810185185182,None,0.04774313831946086,0.05126287371262874,0.0019715979614068706,inferiorparietal,lh,1.669779745532052,1.0
glimpse,0.04814380787037036,None,1.1185283187552331e-45,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,15.41243461432679,2.6844679650125593e-44
glimpse,0.06459056712962961,None,2.6958373331116867e-91,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,24.251651165986306,6.4700095994680476e-90
glimpse,0.010701678240740737,None,0.0004225128695293374,0.0006339366063393662,0.00022590660178736663,inferiortemporal,rh,3.3546258934633877,0.010140308868704099
glimpse,-0.003054108796296305,None,0.8334410416691025,0.8333066693330667,0.0036942076862897704,lateraloccipital,lh,-0.9686370221516132,1.0
glimpse,0.07749421296296295,None,1.464520017448765e-104,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,26.749030176142668,3.514848041877036e-103
glimpse,0.016691261574074065,None,1.2653518870446633e-07,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,5.215452525149432,3.036844528907192e-06
glimpse,-0.01689525462962964,None,0.9999989228858696,0.9999980001999799,1.3998600139988324e-05,lingual,rh,-4.785248021069946,1.0
glimpse,0.013179976851851842,None,5.450146600793955e-05,0.00016998300169982996,7.80946872903375e-05,parahippocampal,lh,3.8956210061072283,0.0013080351841905492
glimpse,0.10247251157407405,None,7.323068691943014e-162,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,37.989583164057144,1.7575364860663233e-160
