session 1, vis = '1', n_trials = 13
session 1, vis = '2', n_trials = 11
session 1, vis = '3', n_trials = 8
session 2, vis = '1', n_trials = 15
session 2, vis = '2', n_trials = 7
session 2, vis = '3', n_trials = 10
session 3, vis = '1', n_trials = 12
session 3, vis = '2', n_trials = 13
session 3, vis = '3', n_trials = 6
session 4, vis = '1', n_trials = 15
session 4, vis = '2', n_trials = 8
session 4, vis = '3', n_trials = 9
session 5, vis = '1', n_trials = 14
session 5, vis = '2', n_trials = 8
session 5, vis = '3', n_trials = 10
session 6, vis = '1', n_trials = 16
session 6, vis = '2', n_trials = 8
session 6, vis = '3', n_trials = 8
session 7, vis = '1', n_trials = 14
session 7, vis = '2', n_trials = 10
session 7, vis = '3', n_trials = 8
session 8, vis = '1', n_trials = 14
session 8, vis = '2', n_trials = 8
session 8, vis = '3', n_trials = 10
session 9, vis = '1', n_trials = 15
session 9, vis = '2', n_trials = 7
session 9, vis = '3', n_trials = 10
session 10, vis = '1', n_trials = 15
session 10, vis = '2', n_trials = 8
session 10, vis = '3', n_trials = 9
session 11, vis = '1', n_trials = 16
session 11, vis = '2', n_trials = 6
session 11, vis = '3', n_trials = 10
session 12, vis = '1', n_trials = 16
session 12, vis = '2', n_trials = 6
session 12, vis = '3', n_trials = 10
session 13, vis = '1', n_trials = 13
session 13, vis = '2', n_trials = 8
session 13, vis = '3', n_trials = 11
session 14, vis = '1', n_trials = 14
session 14, vis = '2', n_trials = 9
session 14, vis = '3', n_trials = 9
session 15, vis = '1', n_trials = 15
session 15, vis = '2', n_trials = 8
session 15, vis = '3', n_trials = 9
session 16, vis = '1', n_trials = 15
session 16, vis = '2', n_trials = 7
session 16, vis = '3', n_trials = 10
session 17, vis = '1', n_trials = 16
session 17, vis = '2', n_trials = 6
session 17, vis = '3', n_trials = 10
session 18, vis = '1', n_trials = 12
session 18, vis = '2', n_trials = 8
session 18, vis = '3', n_trials = 12
session 19, vis = '1', n_trials = 17
session 19, vis = '2', n_trials = 7
session 19, vis = '3', n_trials = 8
session 20, vis = '1', n_trials = 14
session 20, vis = '2', n_trials = 9
session 20, vis = '3', n_trials = 9
session 21, vis = '1', n_trials = 13
session 21, vis = '2', n_trials = 9
session 21, vis = '3', n_trials = 10
session 22, vis = '1', n_trials = 15
session 22, vis = '2', n_trials = 7
session 22, vis = '3', n_trials = 10
session 23, vis = '1', n_trials = 15
session 23, vis = '2', n_trials = 9
session 23, vis = '3', n_trials = 8
session 24, vis = '1', n_trials = 15
session 24, vis = '2', n_trials = 5
session 24, vis = '3', n_trials = 10
session 25, vis = '1', n_trials = 15
session 25, vis = '2', n_trials = 10
session 25, vis = '3', n_trials = 7
session 26, vis = '1', n_trials = 12
session 26, vis = '2', n_trials = 10
session 26, vis = '3', n_trials = 10
session 27, vis = '1', n_trials = 13
session 27, vis = '2', n_trials = 11
session 27, vis = '3', n_trials = 8
session 28, vis = '1', n_trials = 12
session 28, vis = '2', n_trials = 11
session 28, vis = '3', n_trials = 9
session 29, vis = '1', n_trials = 13
session 29, vis = '2', n_trials = 11
session 29, vis = '3', n_trials = 8
session 30, vis = '1', n_trials = 14
session 30, vis = '2', n_trials = 6
session 30, vis = '3', n_trials = 12
session 31, vis = '1', n_trials = 14
session 31, vis = '2', n_trials = 8
session 31, vis = '3', n_trials = 10
session 32, vis = '1', n_trials = 13
session 32, vis = '2', n_trials = 9
session 32, vis = '3', n_trials = 10
session 33, vis = '1', n_trials = 14
session 33, vis = '2', n_trials = 11
session 33, vis = '3', n_trials = 7
session 34, vis = '1', n_trials = 15
session 34, vis = '2', n_trials = 6
session 34, vis = '3', n_trials = 11
session 35, vis = '1', n_trials = 16
session 35, vis = '2', n_trials = 4
session 35, vis = '3', n_trials = 12
session 36, vis = '1', n_trials = 13
session 36, vis = '2', n_trials = 10
session 36, vis = '3', n_trials = 9
session 37, vis = '1', n_trials = 11
session 37, vis = '2', n_trials = 12
session 37, vis = '3', n_trials = 9
session 38, vis = '1', n_trials = 14
session 38, vis = '2', n_trials = 8
session 38, vis = '3', n_trials = 10
session 39, vis = '1', n_trials = 14
session 39, vis = '2', n_trials = 9
session 39, vis = '3', n_trials = 9
session 40, vis = '1', n_trials = 13
session 40, vis = '2', n_trials = 11
session 40, vis = '3', n_trials = 8
session 41, vis = '1', n_trials = 13
session 41, vis = '2', n_trials = 8
session 41, vis = '3', n_trials = 10
session 42, vis = '1', n_trials = 16
session 42, vis = '2', n_trials = 5
session 42, vis = '3', n_trials = 11
session 43, vis = '1', n_trials = 15
session 43, vis = '2', n_trials = 8
session 43, vis = '3', n_trials = 9
session 44, vis = '1', n_trials = 15
session 44, vis = '2', n_trials = 8
session 44, vis = '3', n_trials = 9
session 45, vis = '1', n_trials = 16
session 45, vis = '2', n_trials = 6
session 45, vis = '3', n_trials = 10
session 46, vis = '1', n_trials = 14
session 46, vis = '2', n_trials = 7
session 46, vis = '3', n_trials = 11
session 47, vis = '1', n_trials = 14
session 47, vis = '2', n_trials = 8
session 47, vis = '3', n_trials = 10
session 48, vis = '1', n_trials = 14
session 48, vis = '2', n_trials = 9
session 48, vis = '3', n_trials = 9
session 49, vis = '1', n_trials = 15
session 49, vis = '2', n_trials = 11
session 49, vis = '3', n_trials = 6
session 50, vis = '1', n_trials = 15
session 50, vis = '2', n_trials = 7
session 50, vis = '3', n_trials = 10
session 51, vis = '1', n_trials = 14
session 51, vis = '2', n_trials = 7
session 51, vis = '3', n_trials = 11
session 52, vis = '1', n_trials = 13
session 52, vis = '2', n_trials = 11
session 52, vis = '3', n_trials = 8
session 53, vis = '1', n_trials = 14
session 53, vis = '2', n_trials = 12
session 53, vis = '3', n_trials = 6
session 54, vis = '1', n_trials = 16
session 54, vis = '2', n_trials = 3
session 54, vis = '3', n_trials = 12
session 55, vis = '1', n_trials = 13
session 55, vis = '2', n_trials = 10
session 55, vis = '3', n_trials = 9

vis = 1.0,mean frames = 2.00000
vis = 1.0,prob(press 1) = 0.4898, p(press 2) = 0.5102

vis = 2.0,mean frames = 3.00000
vis = 2.0,prob(press 1) = 0.4924, p(press 2) = 0.5076

vis = 3.0,mean frames = 4.00000
vis = 3.0,prob(press 1) = 0.5409, p(press 2) = 0.4591
vis = '1',N = 782,mean frames = 1.88 +/- 1.06
p(correct) = 0.5038
RT = 0.409 +/- 0.196
vis = '2',N = 459,mean frames = 3.00 +/- 1.12
p(correct) = 0.8693
RT = 0.412 +/- 0.201
vis = '3',N = 514,mean frames = 4.13 +/- 1.35
p(correct) = 0.9942
RT = 0.404 +/- 0.182
