category,probe_path,subcategory,fixation_duration,label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_onset_time,response_window,correctAns,probe_onset,discrim_resptime,response.corr,response.keys,response.rt,visible_resptime,visible.keys,visible.corr,visible.rt,probeFrames,jitter2,n_square,experiment_color,frameRate,date,session,image_size,premask_dur,probeFrames,participant,expName,postmask_dur,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/trumpet_0.jpg,Musical_Inst,0,trumpet,0,0,0,88,3.7175134212,V_nV,2,3.73973724223,5.00021120533,1,2,0.78193406458,5.81296865561,2,0,0.230727398768,5,6.5,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/elephant_19.jpg,Animals,0,elephant,0,1,1,27,7.77633274777,nV_V,2,7.78165985562,9.03897751798,1,2,0.611547959503,9.67109901039,2,0,0.200670272578,5,6.5,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/cathedral_7.jpg,Buildings,0,cathedral,0,2,2,14,11.6046554428,V_nV,2,11.6096245371,12.8572796952,0,1,0.701749897329,13.5795826591,1,1,0.200651679188,5,6.0,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/castle_5.jpg,Buildings,0,castle,0,3,3,12,15.5131477945,V_nV,2,15.5179489173,16.7757946549,1,2,0.872120190179,17.6684743365,1,1,0.250756292487,5,6.5,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bedside-table_26.jpg,Furniture,0,bedside-table,0,4,4,6,19.6521478035,nV_V,1,19.6571251568,20.9348368805,1,1,0.561467977474,21.5268733531,1,1,0.220694997231,5,6.0,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_19.jpg,Furniture,0,lectern,0,5,5,47,23.4804627091,V_nV,2,23.4853518872,24.7831968679,1,2,0.541400979622,25.3451656768,1,1,0.27081058023,5,6.5,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/cup_18.jpg,Kitchen_Uten,0,cup,0,6,6,22,27.3488672664,nV_V,1,27.3536626149,28.6816743967,1,1,0.671692519565,29.3739166667,3,0,0.260786231491,5,6.0,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/fondue_16.jpg,Kitchen_Uten,0,fondue,0,7,7,30,31.3676132307,nV_V,1,31.3725119611,32.6803637721,1,1,0.621570237097,33.3224851474,3,0,0.260786607396,5,6.0,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/narwhal_3.jpg,Marine_creatures,0,narwhal,0,8,8,55,35.3161924781,V_nV,1,35.321040931,36.6089097238,1,1,1.38322739303,38.0126816608,2,0,0.260779423057,5,7.0,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bed_7.jpg,Furniture,0,bed,0,9,9,5,40.0063947244,V_nV,2,40.0111977347,41.2890719523,1,2,0.52120754309,41.8308346934,1,1,0.220696820645,5,6.5,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/mill_25.jpg,Buildings,0,mill,0,10,10,53,43.7845986562,V_nV,2,43.7895174205,45.0973505023,1,2,0.53151178651,45.6494065283,1,1,0.200652284198,5,7.5,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/seagull_13.jpg,Birds,0,seagull,0,11,11,74,47.582854267,V_nV,1,47.5889052105,48.9256744719,0,2,0.520576552022,49.4675963123,1,1,0.210672606947,5,8.0,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/toucan_7.jpg,Birds,0,toucan,0,12,12,85,51.4111699736,V_nV,1,51.416023483,52.7640104971,1,1,0.401095138979,53.1856710297,2,0,0.23072148161,5,6.0,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/train_4.jpg,Vehicles,0,train,0,13,13,87,55.1492911784,nV_V,1,55.1548939479,56.4921146653,1,1,0.621573440032,57.1342421644,1,1,0.170587703818,5,6.0,32,bw,99.7781131827,2019_may_15_1728,009,256,20,5,xabier,Experiment_EEG_version,20,
