InceptionResNetV2, leave 2 objects out cross validation (folds = 2304),
scores = 0.9776 +/- 0.1018
pairs of living-nonliving objects incorrectly decoded:
armadillo                ,bookcase                  ROC_AUC = 0.5926
armadillo                ,bus                       ROC_AUC = 0.9945
armadillo                ,lamp                      ROC_AUC = 0.9877
armadillo                ,mill                      ROC_AUC = 0.9973
armadillo                ,piano                     ROC_AUC = 0.5583
armadillo                ,plane                     ROC_AUC = 0.6187
barn-owl                 ,bookcase                  ROC_AUC = 0.9973
barn-owl                 ,piano                     ROC_AUC = 0.9492
barn-owl                 ,plane                     ROC_AUC = 0.9822
bookcase                 ,butterfly                 ROC_AUC = 0.8807
butterfly                ,piano                     ROC_AUC = 0.7010
butterfly                ,plane                     ROC_AUC = 0.9232
cat                      ,piano                     ROC_AUC = 0.9986
cat                      ,plane                     ROC_AUC = 0.9973
Chest-of-drawers         ,cheetah                   ROC_AUC = 0.9767
bookcase                 ,cheetah                   ROC_AUC = 0.9383
bus                      ,cheetah                   ROC_AUC = 0.9575
cheetah                  ,coking-pot                ROC_AUC = 0.9835
cheetah                  ,frying-pan                ROC_AUC = 0.8999
cheetah                  ,lamp                      ROC_AUC = 0.9877
cheetah                  ,mill                      ROC_AUC = 0.9986
cheetah                  ,piano                     ROC_AUC = 0.8848
cheetah                  ,plane                     ROC_AUC = 0.8491
cheetah                  ,tractor                   ROC_AUC = 0.9877
cheetah                  ,violin                    ROC_AUC = 0.9822
Chest-of-drawers         ,cow                       ROC_AUC = 0.9575
bookcase                 ,cow                       ROC_AUC = 0.6914
bus                      ,cow                       ROC_AUC = 0.8464
coking-pot               ,cow                       ROC_AUC = 0.9794
cow                      ,frying-pan                ROC_AUC = 0.8985
cow                      ,lamp                      ROC_AUC = 0.9657
cow                      ,mill                      ROC_AUC = 0.8985
cow                      ,piano                     ROC_AUC = 0.6900
cow                      ,plane                     ROC_AUC = 0.8093
crab                     ,piano                     ROC_AUC = 0.9684
crab                     ,plane                     ROC_AUC = 0.9945
Chest-of-drawers         ,dragonfly                 ROC_AUC = 0.9945
bookcase                 ,dragonfly                 ROC_AUC = 0.9287
bus                      ,dragonfly                 ROC_AUC = 0.9616
coking-pot               ,dragonfly                 ROC_AUC = 0.9986
dragonfly                ,frying-pan                ROC_AUC = 0.9835
dragonfly                ,lamp                      ROC_AUC = 0.9973
dragonfly                ,mill                      ROC_AUC = 0.9986
dragonfly                ,piano                     ROC_AUC = 0.5926
dragonfly                ,plane                     ROC_AUC = 0.9465
duck                     ,piano                     ROC_AUC = 0.8724
duck                     ,plane                     ROC_AUC = 0.9726
Chest-of-drawers         ,elephant                  ROC_AUC = 0.9712
bookcase                 ,elephant                  ROC_AUC = 0.7956
bus                      ,elephant                  ROC_AUC = 0.9986
elephant                 ,frying-pan                ROC_AUC = 0.9959
elephant                 ,mill                      ROC_AUC = 0.9918
elephant                 ,piano                     ROC_AUC = 0.8532
elephant                 ,plane                     ROC_AUC = 0.9369
giraffe                  ,plane                     ROC_AUC = 0.9973
Chest-of-drawers         ,goose                     ROC_AUC = 0.9095
bookcase                 ,goose                     ROC_AUC = 0.7284
bus                      ,goose                     ROC_AUC = 0.9643
coking-pot               ,goose                     ROC_AUC = 0.9931
frying-pan               ,goose                     ROC_AUC = 0.8944
goose                    ,lamp                      ROC_AUC = 0.9931
goose                    ,mill                      ROC_AUC = 0.9973
goose                    ,piano                     ROC_AUC = 0.5967
goose                    ,plane                     ROC_AUC = 0.8971
bookcase                 ,hen                       ROC_AUC = 0.9684
hen                      ,piano                     ROC_AUC = 0.8656
hen                      ,plane                     ROC_AUC = 0.9671
hippopotamus             ,piano                     ROC_AUC = 0.9973
hippopotamus             ,plane                     ROC_AUC = 0.9835
Chest-of-drawers         ,horse                     ROC_AUC = 0.9890
bookcase                 ,horse                     ROC_AUC = 0.8299
bus                      ,horse                     ROC_AUC = 0.9314
coking-pot               ,horse                     ROC_AUC = 0.9986
frying-pan               ,horse                     ROC_AUC = 0.9973
horse                    ,lamp                      ROC_AUC = 0.9973
horse                    ,mill                      ROC_AUC = 0.9767
horse                    ,piano                     ROC_AUC = 0.7599
horse                    ,plane                     ROC_AUC = 0.8326
Chest-of-drawers         ,hummingbird               ROC_AUC = 0.9863
bookcase                 ,hummingbird               ROC_AUC = 0.9287
bus                      ,hummingbird               ROC_AUC = 0.9835
coking-pot               ,hummingbird               ROC_AUC = 0.9959
frying-pan               ,hummingbird               ROC_AUC = 0.9657
hummingbird              ,lamp                      ROC_AUC = 0.9973
hummingbird              ,mill                      ROC_AUC = 0.9808
hummingbird              ,piano                     ROC_AUC = 0.8395
hummingbird              ,plane                     ROC_AUC = 0.8519
hummingbird              ,tractor                   ROC_AUC = 0.9973
killer-whale             ,piano                     ROC_AUC = 0.7819
killer-whale             ,plane                     ROC_AUC = 0.9451
kiwi                     ,piano                     ROC_AUC = 0.9918
kiwi                     ,plane                     ROC_AUC = 0.9959
Chest-of-drawers         ,ladybird                  ROC_AUC = 0.4636
armchair                 ,ladybird                  ROC_AUC = 0.8779
bed                      ,ladybird                  ROC_AUC = 0.9588
boat                     ,ladybird                  ROC_AUC = 0.9369
bookcase                 ,ladybird                  ROC_AUC = 0.4252
bus                      ,ladybird                  ROC_AUC = 0.1125
car                      ,ladybird                  ROC_AUC = 0.0192
castle                   ,ladybird                  ROC_AUC = 0.7929
cathedral                ,ladybird                  ROC_AUC = 0.9739
coking-pot               ,ladybird                  ROC_AUC = 0.1248
couch                    ,ladybird                  ROC_AUC = 0.4170
cup                      ,ladybird                  ROC_AUC = 0.4499
drum                     ,ladybird                  ROC_AUC = 0.1015
filling-cabinet          ,ladybird                  ROC_AUC = 0.9959
fondue                   ,ladybird                  ROC_AUC = 0.7284
frying-pan               ,ladybird                  ROC_AUC = 0.0000
granary                  ,ladybird                  ROC_AUC = 0.8738
guitar                   ,ladybird                  ROC_AUC = 0.8985
hammer                   ,ladybird                  ROC_AUC = 0.7449
house                    ,ladybird                  ROC_AUC = 0.6241
ladybird                 ,lamp                      ROC_AUC = 0.4636
ladybird                 ,mill                      ROC_AUC = 0.0000
ladybird                 ,motorbike                 ROC_AUC = 0.7915
ladybird                 ,palace                    ROC_AUC = 0.9575
ladybird                 ,piano                     ROC_AUC = 0.2606
ladybird                 ,plane                     ROC_AUC = 0.0000
ladybird                 ,pot                       ROC_AUC = 0.4774
ladybird                 ,rocking-chair             ROC_AUC = 0.5144
ladybird                 ,saucepan                  ROC_AUC = 0.4225
ladybird                 ,saxophone                 ROC_AUC = 0.9931
ladybird                 ,small-saucepan            ROC_AUC = 0.3045
ladybird                 ,sofa                      ROC_AUC = 0.7257
ladybird                 ,teapot                    ROC_AUC = 0.6694
ladybird                 ,tractor                   ROC_AUC = 0.1920
ladybird                 ,van                       ROC_AUC = 0.4774
