category,probe_path,subcategory,fixation_duration,label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_onset_time,response_window,correctAns,probe_onset,discrim_resptime,response.corr,response.keys,response.rt,visible_resptime,visible.keys,visible.corr,visible.rt,probeFrames,jitter2,n_square,experiment_color,frameRate,date,session,image_size,premask_dur,probeFrames,participant,expName,postmask_dur,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bedside-table_26.jpg,Furniture,0,bedside-table,0,0,0,6,3.71510181669,nV_V,1,3.73622554413,4.99779372476,1,1,0.771911776043,5.80053978099,2,0,0.551265206304,5,6.0,32,bw,99.7823196924,2019_may_16_1720,009,256,20,5,aingere,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_16.jpg,Buildings,0,house,0,1,1,41,8.08459266392,nV_V,1,8.08944656397,9.34724041144,1,1,0.621573293698,9.98935009167,1,1,0.290852812002,5,6.0,32,bw,99.7823196924,2019_may_16_1720,009,256,20,5,aingere,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/palace_17.jpg,Buildings,0,palace,0,2,2,58,12.0131330478,V_nV,2,12.0179934705,13.2958312376,1,2,0.721802632674,14.0382175719,1,1,0.280829252326,5,6.0,32,bw,99.7823196924,2019_may_16_1720,009,256,20,5,aingere,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/bus_6.jpg,Vehicles,0,bus,0,3,3,9,16.051904793,nV_V,1,16.0567988203,17.3546437824,1,1,0.661681140191,18.0368834928,3,0,0.310893972171,5,6.0,32,bw,99.7823196924,2019_may_16_1720,009,256,20,5,aingere,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/zebra_13.jpg,Animals,0,zebra,0,4,4,95,20.0806686814,nV_V,2,20.0857226613,21.353337342,1,2,0.571485251654,21.9453708633,1,1,0.420989447972,5,6.0,32,bw,99.7823196924,2019_may_16_1720,009,256,20,5,aingere,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/barn-owl_19.jpg,Birds,0,barn-owl,0,5,5,4,24.0994011833,nV_V,2,24.1043980666,25.3820888998,1,2,0.822011058568,26.2246503293,2,0,0.501156164566,5,6.5,32,bw,99.7823196924,2019_may_16_1720,009,256,20,5,aingere,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/couch_16.jpg,Furniture,0,couch,0,6,6,19,28.4588755158,V_nV,2,28.4637350439,29.7315439961,1,2,0.85207917681,30.6041672733,2,0,0.441185478587,5,7.5,32,bw,99.7823196924,2019_may_16_1720,009,256,20,5,aingere,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hummingbird_18.jpg,Birds,0,hummingbird,0,7,7,42,32.7782765692,nV_V,2,32.7837556147,34.0409123471,0,1,0.932252806611,34.9937149611,1,1,0.350982928299,5,6.0,32,bw,99.7823196924,2019_may_16_1720,009,256,20,5,aingere,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/car_6.jpg,Vehicles,0,car,0,8,8,11,37.0776082218,nV_V,1,37.0835896245,38.36029816,1,1,1.14271677355,39.5235637145,3,0,1.01242282777,5,6.0,32,bw,99.7823196924,2019_may_16_1720,009,256,20,5,aingere,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/goose_10.jpg,Birds,0,goose,0,9,9,34,42.268898164,nV_V,2,42.2739266895,43.5215157775,1,2,0.651650712476,44.1937301914,2,0,0.390921424027,5,7.0,32,bw,99.7823196924,2019_may_16_1720,009,256,20,5,aingere,Experiment_EEG_version,20,
