roi_name,side,feature_selector,conscious_state,ps_mean,ps_std,p,t,diff,ps_corrected,stars
fusiform,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.0990413678778925e-177,31.252234012728596,0.24715361011539422,0.0009599904000959993,***
fusiform,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.0625275770987627e-195,33.1775747435659,0.25090360036582005,0.0009599904000959993,***
fusiform,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.5977735992214016e-187,32.32526541450037,0.24742980510692472,0.0009599904000959993,***
fusiform,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.0625275770987627e-195,33.1775747435659,0.25090360036582005,0.0009599904000959993,***
fusiform,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.615385635169793e-309,44.76265392659487,0.29510128212838616,0.0009599904000959993,***
fusiform,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,8.533909424e-315,45.309999297519035,0.2929562482438164,0.0009599904000959993,***
fusiform,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,7.59042e-318,45.61431314873377,0.29356094950635064,0.0009599904000959993,***
fusiform,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,8.533909424e-315,45.309999297519035,0.2929562482438164,0.0009599904000959993,***
inferiorparietal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.8712158915838358e-40,13.544341249179602,0.10849432049473372,0.0009599904000959993,***
inferiorparietal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.4612342095782796e-75,19.056749588218846,0.14964311799303534,0.0009599904000959993,***
inferiorparietal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.0886666356618103e-80,19.783285452987997,0.15306903976211805,0.0009599904000959993,***
inferiorparietal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.4612342095782796e-75,19.056749588218846,0.14964311799303534,0.0009599904000959993,***
inferiorparietal,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.6546996540300166e-22,9.715479020087274,0.08761283040090108,0.0009599904000959993,***
inferiorparietal,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.743468733373133e-46,14.541936405401758,0.11532109499343485,0.0009599904000959993,***
inferiorparietal,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.2497169775980893e-43,14.11750087414715,0.11199724908253678,0.0009599904000959993,***
inferiorparietal,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.743468733373133e-46,14.541936405401758,0.11532109499343485,0.0009599904000959993,***
inferiortemporal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.631196297063771e-40,13.456227905364525,0.10744103543051546,0.0009599904000959993,***
inferiortemporal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.169423861909265e-20,9.175155077961199,0.07403200369032809,0.0009599904000959993,***
inferiortemporal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.723791728030803e-22,9.68814607576339,0.07856678720801387,0.0009599904000959993,***
inferiortemporal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.169423861909265e-20,9.175155077961199,0.07403200369032809,0.0009599904000959993,***
inferiortemporal,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.371586937988648e-296,43.49277590126497,0.2798913941604686,0.0009599904000959993,***
inferiortemporal,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.114917107810511e-279,41.73468324569971,0.29116783772254823,0.0009599904000959993,***
inferiortemporal,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.052588379570387e-274,41.25571405235848,0.28914843516743144,0.0009599904000959993,***
inferiortemporal,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.114917107810511e-279,41.73468324569971,0.29116783772254823,0.0009599904000959993,***
lateraloccipital,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.6877758165963226e-65,17.602432468233655,0.13468269331219387,0.0009599904000959993,***
lateraloccipital,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.6651421948530654e-59,16.659457227092783,0.14289367106350934,0.0009599904000959993,***
lateraloccipital,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,7.73788634026655e-53,15.682198042728073,0.13585747618597394,0.0009599904000959993,***
lateraloccipital,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.6651421948530654e-59,16.659457227092783,0.14289367106350934,0.0009599904000959993,***
lateraloccipital,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.528028664355857e-257,39.55352764507259,0.28377523348476175,0.0009599904000959993,***
lateraloccipital,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.572992005962661e-279,41.73955826023439,0.29564263988044476,0.0009599904000959993,***
lateraloccipital,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.4586196131976788e-265,40.38364023701714,0.29052498791325515,0.0009599904000959993,***
lateraloccipital,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.572992005962661e-279,41.73955826023439,0.29564263988044476,0.0009599904000959993,***
lingual,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.129161998369157e-08,5.430550736511993,0.045940044701882454,0.0009599904000959993,***
lingual,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,8.830812875959704e-08,5.2397832465900755,0.04204131516631517,0.0009599904000959993,***
lingual,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.2750944262454624e-10,6.354466280251783,0.050853952341935904,0.0009599904000959993,***
lingual,lh,RandomForest,conscious,1.0099899001009994e-05,9.949774873317468e-07,8.830812875959704e-08,5.2397832465900755,0.04204131516631517,0.0009695903040969594,***
lingual,rh,Mutual,conscious,0.999999800002,1.3999860001323582e-06,0.9999998804810211,-5.182929289641418,-0.04222140754499148,1.0,n.s.
lingual,rh,None,conscious,1.0,0.0,1.0,-11.066599011864216,-0.0897112705910057,1.0,n.s.
lingual,rh,PCA,conscious,1.0,0.0,1.0,-9.125771057335495,-0.07439156912762067,1.0,n.s.
lingual,rh,RandomForest,conscious,1.0,0.0,1.0,-11.066599011864216,-0.0897112705910057,1.0,n.s.
parahippocampal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,6.141508467030175e-35,12.497215567969954,0.09752457452387095,0.0009599904000959993,***
parahippocampal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.4137869722276345e-33,12.180457400207896,0.10256582480913537,0.0009599904000959993,***
parahippocampal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.9834380317258343e-32,11.933737856587694,0.10039858640876018,0.0009599904000959993,***
parahippocampal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.0120265193742917e-30,11.544191659667664,0.09564162838123126,0.0009599904000959993,***
parahippocampal,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.9688846843345198e-21,9.534814580409154,0.08050396301948612,0.0009599904000959993,***
parahippocampal,rh,None,conscious,1.0099899001009992e-05,9.949774873317468e-07,5.644543174882349e-08,5.322843911845101,0.04552316887079685,0.0009695903040969592,***
parahippocampal,rh,PCA,conscious,1.1399886001139992e-05,3.469835616223333e-06,8.774771753886914e-07,4.793181076059962,0.04054989530482026,0.0010943890561094392,**
parahippocampal,rh,RandomForest,conscious,1.0099899001009994e-05,9.949774873317468e-07,2.1830823892204316e-08,5.49533435209734,0.047804413558735465,0.0009695903040969594,***
pericalcarine,lh,Mutual,conscious,1.0,0.0,0.9999999987667407,-5.989347453217177,-0.05090456716863847,1.0,n.s.
pericalcarine,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.2674487079523474e-75,19.060278559025413,0.1369666766119348,0.0009599904000959993,***
pericalcarine,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.7480797509001557e-75,19.09856046605068,0.13831672608547663,0.0009599904000959993,***
pericalcarine,lh,RandomForest,conscious,1.0,0.0,1.0,-10.388044262813597,-0.09009853480208836,1.0,n.s.
pericalcarine,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.0355460299863835e-24,10.213766084106059,0.08567680053318398,0.0009599904000959993,***
pericalcarine,rh,None,conscious,0.24553824461755386,0.0013317068149415762,0.2444324781829214,0.6922354146163159,0.005848617159648612,1.0,n.s.
pericalcarine,rh,PCA,conscious,0.3727031729682703,0.0015593834538758272,0.37196543976185825,0.32669473692831763,0.0027658151824483516,1.0,n.s.
pericalcarine,rh,RandomForest,conscious,3.739962600373997e-05,1.5976072586107356e-05,2.192906671221065e-05,4.094657613975769,0.035534979350868745,0.0035903640963590366,**
precuneus,lh,Mutual,conscious,2.469975300246998e-05,1.244616012457145e-05,9.056077864346704e-06,4.296746377432977,0.036335929864977044,0.002371176288237118,**
precuneus,lh,None,conscious,1.0299897001029993e-05,1.7058551523716747e-06,2.3394395969936049e-07,5.054684985258649,0.042380175609091006,0.0009887901120988795,***
precuneus,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.2994315455760445e-07,5.16711970644724,0.044088640086696905,0.0009599904000959993,***
precuneus,lh,RandomForest,conscious,1.0699893001069992e-05,2.551444649988115e-06,2.3394395969936049e-07,5.054684985258649,0.042380175609091006,0.0010271897281027191,**
precuneus,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.83552012626345e-23,9.984125675310393,0.08792058671240972,0.0009599904000959993,***
precuneus,rh,None,conscious,1.1899881001189989e-05,4.83627255301197e-06,8.22667990393015e-07,4.806238956258706,0.040535918706538734,0.001142388576114239,**
precuneus,rh,PCA,conscious,1.5899841001589984e-05,7.361312125990636e-06,4.325936215641794e-06,4.459261071181045,0.03773749428293563,0.0015263847361526384,**
precuneus,rh,RandomForest,conscious,1.1099889001109993e-05,3.128866280769596e-06,8.22667990393015e-07,4.806238956258706,0.040535918706538734,0.0010655893441065593,**
