conscious_state,diff,feature_selector,p,ps_mean,ps_std,roi_name,side,t,ps_corrected
conscious,0.02302206851119895,None,6.178278969941153e-16,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,8.223407223357007,1.4827869527858768e-14
conscious,0.018364624505928854,None,1.6421877155998116e-09,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,6.006944055632994,3.9412505174395476e-08
conscious,-0.00043313570487483815,None,0.553630131373948,0.5538436156384362,0.005474203624205726,inferiorparietal,lh,-0.13489569070475996,1.0
conscious,0.03981884057971014,None,1.978238573287997e-20,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,9.527599515171396,4.747772575891192e-19
conscious,0.09415019762845848,None,2.3681283424672606e-151,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,35.84164578806391,5.683508021921426e-150
conscious,0.16808135704874833,None,6.621590764998164e-289,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,69.49610110924635,1.5891817835995593e-287
conscious,0.03353260869565217,None,7.500463423156267e-31,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,12.1585800730663,1.800111221557504e-29
conscious,0.06095191040843213,None,2.1953465529241574e-63,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,18.951866641378,5.268831727017978e-62
conscious,-0.0023534255599473018,None,0.7564472218876099,0.7570272972702731,0.00463460838326506,lingual,lh,-0.6953508658231955,1.0
conscious,0.034354413702239794,None,5.046564529090174e-23,9.999000099989996e-05,5.421010862427522e-20,lingual,rh,10.223966145341267,1.2111754869816417e-21
conscious,0.0015217391304347874,None,0.33539482134930987,0.3378522147785222,0.0047031457411855345,parahippocampal,lh,0.42527440288598695,1.0
conscious,0.19954545454545453,None,0.0,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,100.16409597262547,0.0
conscious,0.11733695652173912,None,3.4532025531263676e-199,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,lh,46.07094716112847,8.287686127503281e-198
conscious,0.030563241106719364,None,2.3967202190482344e-20,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,rh,9.50462821189257,5.752128525715763e-19
conscious,0.05716238471673254,None,1.2469805805000206e-46,9.999000099989996e-05,5.421010862427522e-20,precuneus,lh,15.609968101289233,2.992753393200049e-45
conscious,-0.008282279314888008,None,0.9952438025210479,0.9953154684531547,0.0006313440242519572,precuneus,rh,-2.601466797188938,1.0
conscious,0.06690876152832674,None,9.315281774847495e-86,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,lh,23.209925491621988,2.235667625963399e-84
conscious,0.04541501976284585,None,2.350044679109852e-47,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,rh,15.759541091392764,5.640107229863645e-46
conscious,0.18118083003952568,None,3.0019884898969353e-304,9.999000099989996e-05,5.421010862427522e-20,superiorfrontal,lh,74.23162613979682,7.204772375752645e-303
conscious,-0.02444664031620553,None,0.999999999999997,1.0,0.0,superiorfrontal,rh,-8.010117771762081,1.0
conscious,0.07660902503293808,None,4.059474240413991e-114,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,lh,28.56039105318792,9.742738176993579e-113
conscious,-0.0144137022397892,None,0.999998971925094,1.0,0.0,superiorparietal,rh,-4.794957753830468,1.0
conscious,-0.01412220026350461,None,0.9999966358474732,0.99999300069993,2.91689873928952e-05,ventrolateralPFC,lh,-4.542452689261365,1.0
conscious,-0.007272727272727269,None,0.99009683951263,0.9906399360063994,0.0008316493641857723,ventrolateralPFC,rh,-2.336275160092499,1.0
glimpse,-0.01880497685185185,None,0.9999999949418095,1.0,0.0,fusiform,lh,-5.810756634714619,1.0
glimpse,-0.015085358796296303,None,0.9999988410427095,0.9999980001999799,1.3998600139988324e-05,fusiform,rh,-4.769953497563933,1.0
glimpse,0.00884259259259259,None,0.005892010776052833,0.006477352264773523,0.0008352104391880465,inferiorparietal,lh,2.5263008516639145,0.14140825862526799
glimpse,-0.01186053240740741,None,0.9999112472974064,0.9999040095990399,9.155502963512479e-05,inferiorparietal,rh,-3.7727804614732703,1.0
glimpse,-0.021168981481481483,None,0.9999999998096005,1.0,0.0,inferiortemporal,lh,-6.368492505567274,1.0
glimpse,0.06026765046296295,None,6.231602447868159e-69,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,20.020862420246143,1.4955845874883582e-67
glimpse,-0.01823350694444444,None,0.9999999904109966,1.0,0.0,lateraloccipital,lh,-5.696691603697881,1.0
glimpse,0.014803240740740731,None,9.726275938972695e-07,0.00010298970102989697,1.705701640759122e-05,lateraloccipital,rh,4.806488684030195,2.3343062253534467e-05
glimpse,-0.002686631944444444,None,0.783536461077131,0.785030496950305,0.004005372671490433,lingual,lh,-0.7847224329593608,1.0
glimpse,-0.010682870370370369,None,0.9996189490183603,0.9995550444955503,0.00021462941639500998,lingual,rh,-3.383639363686618,1.0
glimpse,0.009594907407407408,None,0.0014478199078303863,0.001511848815118488,0.00038913456970959836,parahippocampal,lh,2.9909447448773405,0.03474767778792927
glimpse,-0.01995515046296297,None,0.9999999963463724,1.0,0.0,parahippocampal,rh,-5.86804989128666,1.0
glimpse,-0.007916666666666662,None,0.9903514941879418,0.9899260073992601,0.0009717438619978347,pericalcarine,lh,-2.3460924117473683,1.0
glimpse,0.02524016203703703,None,6.248838551283308e-15,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,rh,7.909996999923982,1.499721252307994e-13
glimpse,-0.021809895833333336,None,0.9999999999998078,1.0,0.0,precuneus,lh,-7.427154950480064,1.0
glimpse,-0.00866030092592593,None,0.9960477957699266,0.9958244175582439,0.0006535583891397997,precuneus,rh,-2.665098688941993,1.0
glimpse,-0.007795138888888896,None,0.9931589339120769,0.9932636736326366,0.000869240977214553,rostralmiddlefrontal,lh,-2.4728189657137385,1.0
glimpse,0.04057291666666666,None,7.459648253194006e-44,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,rh,15.03121432443405,1.7903155807665614e-42
glimpse,0.054134837962962964,None,5.602334486081804e-61,9.999000099989996e-05,5.421010862427522e-20,superiorfrontal,lh,18.48362600604455,1.3445602766596331e-59
