category,probe_path,subcategory,fixation_duration,label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_onset_time,response_window,correctAns,probe_onset,discrim_resptime,response.corr,response.keys,response.rt,visible_resptime,visible.keys,visible.corr,visible.rt,probeFrames,jitter2,n_square,experiment_color,frameRate,date,session,image_size,premask_dur,probeFrames,participant,expName,postmask_dur,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/barn-owl_26.jpg,Birds,0,barn-owl,0,0,0,4,3.71755946567,V_nV,1,3.73985501105,5.00023515953,1,1,1.3832322387,6.41429757717,3,0,0.711764892738,5,6.5,32,bw,99.7822523493,2019_may_14_1009,012,256,20,5,iñaki,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/horse_16.jpg,Animals,0,horse,0,1,1,40,8.8587050733,V_nV,1,8.86350953084,10.1013103525,0,2,0.791965112905,10.9138471067,1,1,0.421153611154,5,8.0,32,bw,99.7822523493,2019_may_14_1009,012,256,20,5,iñaki,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_20.jpg,Furniture,0,lectern,0,2,2,47,13.0678568069,V_nV,2,13.0732820189,14.3305020848,1,2,0.832048301876,15.1831318929,2,0,0.912206811947,5,8.0,32,bw,99.7822523493,2019_may_14_1009,012,256,20,5,iñaki,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/goose_15.jpg,Birds,0,goose,0,3,3,34,17.8282138946,nV_V,2,17.8329547289,19.0808263576,1,2,0.781962985464,19.8834095663,3,0,0.340960421308,5,6.0,32,bw,99.7822523493,2019_may_14_1009,012,256,20,5,iñaki,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tapir_11.jpg,Animals,0,tapir,0,4,4,82,21.9571838631,V_nV,1,21.9621978927,23.1897589662,0,2,0.902289258316,24.1126043401,2,0,0.551419869764,5,6.5,32,bw,99.7822523493,2019_may_14_1009,012,256,20,5,iñaki,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/chair_14.jpg,Furniture,0,chair,0,5,5,15,26.3968252807,nV_V,1,26.4016874176,27.6294111545,1,1,0.872158497921,28.5221302792,1,1,0.902180707082,5,7.0,32,bw,99.7822523493,2019_may_14_1009,012,256,20,5,iñaki,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/coking-pot_9.jpg,Kitchen_Uten,0,coking-pot,0,6,6,18,31.1571805262,nV_V,1,31.1619671194,32.3997788958,1,1,1.4433612877,33.8636871033,2,0,1.22271995497,5,6.0,32,bw,99.7822523493,2019_may_14_1009,012,256,20,5,iñaki,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/hammer_2.jpg,Tools,0,hammer,0,7,7,37,36.819482219,V_nV,2,36.8255161892,38.0520640553,1,2,0.902194534312,38.9748106071,2,0,0.391062290175,5,7.5,32,bw,99.7822523493,2019_may_14_1009,012,256,20,5,iñaki,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/lynx_3.jpg,Animals,0,lynx,0,8,8,50,41.0987889554,V_nV,1,41.1037834141,42.3313643331,0,2,0.8921612415,43.2440729761,1,1,0.431152261328,5,6.5,32,bw,99.7822523493,2019_may_14_1009,012,256,20,5,iñaki,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/armadillo_8.jpg,Animals,0,armadillo,0,9,9,1,45.4081494533,nV_V,2,45.412955377,46.6507527737,0,1,0.541402641218,47.2127431011,1,1,0.350980849529,5,6.0,32,bw,99.7822523493,2019_may_14_1009,012,256,20,5,iñaki,Experiment_EEG_version,20,
