conscious_state,diff,feature_selector,ps_mean,ps_std,roi_name,side,ps_corrected
conscious,0.2738702239789196,Mutual,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.286439393939394,None,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.2852667984189723,PCA,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.286439393939394,RandomForest,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,0.009599040095990396
conscious,0.3310309617918312,Mutual,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.3340464426877471,None,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.33359354413702236,PCA,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.3340464426877471,RandomForest,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,0.009599040095990396
conscious,0.1799670619235837,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.18615283267457172,None,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.18503952569169957,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.18615283267457172,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,0.009599040095990396
conscious,0.19306818181818186,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.20311429512516466,None,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.20331027667984192,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.20311429512516466,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,0.009599040095990396
conscious,0.17693017127799726,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.16692687747035573,None,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.165899209486166,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.16692687747035573,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,0.009599040095990396
conscious,0.16998517786561274,Mutual,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.17098155467720688,None,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.17031620553359683,PCA,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.17072628458498018,RandomForest,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,0.009599040095990396
conscious,0.23709815546772062,Mutual,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
conscious,0.23534255599472975,None,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
conscious,0.23446805006587612,PCA,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
conscious,0.23534255599472975,RandomForest,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,0.009599040095990396
conscious,0.3100675230566535,Mutual,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
conscious,0.3300428194993412,None,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
conscious,0.3293247694334651,PCA,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
conscious,0.3300428194993412,RandomForest,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,0.009599040095990396
conscious,0.054379117259552134,Mutual,0.1905729427057294,0.004348258771055197,lingual,lh,1.0
conscious,0.04829710144927546,None,0.20714428557144282,0.0038559436187629572,lingual,lh,1.0
conscious,0.04942523056653492,PCA,0.2130906909309069,0.0043120455779884,lingual,lh,1.0
conscious,0.049976943346508595,RandomForest,0.21741025897410263,0.003507408657952771,lingual,lh,1.0
conscious,0.06980566534914356,Mutual,0.08662833716628338,0.002666253766444877,lingual,rh,1.0
conscious,0.07446805006587609,None,0.06963603639636036,0.0025972488891487754,lingual,rh,1.0
conscious,0.07273056653491439,PCA,0.06315768423157685,0.002370143545808702,lingual,rh,1.0
conscious,0.07241436100131748,RandomForest,0.07991500849915009,0.002510878339336239,lingual,rh,1.0
conscious,0.10231884057971019,Mutual,0.033725627437256274,0.0016672441427687337,parahippocampal,lh,1.0
conscious,0.12649538866930166,None,0.006586341365863413,0.0007919631005403099,parahippocampal,lh,0.6322887711228877
conscious,0.12737812911725954,PCA,0.006703329667033297,0.000770756239691346,parahippocampal,lh,0.6435196480351965
conscious,0.11243083003952559,RandomForest,0.010002999700029998,0.000971594149592176,parahippocampal,lh,0.9602879712028798
conscious,0.06496376811594207,Mutual,0.1331816818318168,0.0031394432118932837,parahippocampal,rh,1.0
conscious,0.05640316205533591,None,0.16300169983001697,0.003718078944771208,parahippocampal,rh,1.0
conscious,0.06473978919631085,PCA,0.12664033596640334,0.003253517146010205,parahippocampal,rh,1.0
conscious,0.07794466403162048,RandomForest,0.07025797420257975,0.002713301038564428,parahippocampal,rh,1.0
conscious,-0.01044301712779977,Mutual,0.5903009699030097,0.005142500430083815,pericalcarine,lh,1.0
conscious,0.0005319499341237544,None,0.48281971802819723,0.00486590591310175,pericalcarine,lh,1.0
conscious,0.001918642951251659,PCA,0.47689231076892313,0.005096293290149041,pericalcarine,lh,1.0
conscious,-0.013392621870882693,RandomForest,0.5934046595340465,0.004680718102654489,pericalcarine,lh,1.0
conscious,0.028435441370223913,Mutual,0.31623637636236374,0.00458924433394835,pericalcarine,rh,1.0
conscious,0.01908102766798414,None,0.4238716128387162,0.004284195717969325,pericalcarine,rh,1.0
conscious,0.018330039525691677,PCA,0.41954404559544045,0.005650541386196761,pericalcarine,rh,1.0
conscious,0.02995388669301713,RandomForest,0.2867973202679732,0.004037828998899595,pericalcarine,rh,1.0
conscious,0.05567852437417664,Mutual,0.1732246775322468,0.004152949124446878,precuneus,lh,1.0
conscious,0.06592226613965746,None,0.11367863213678632,0.0031321458833090386,precuneus,lh,1.0
conscious,0.06413702239789199,PCA,0.1298950104989501,0.0034570429056287786,precuneus,lh,1.0
conscious,0.06471837944664027,RandomForest,0.12007299270072991,0.0033755290025192604,precuneus,lh,1.0
conscious,0.04923089591567853,Mutual,0.18025597440255975,0.0038614947394194476,precuneus,rh,1.0
conscious,0.052299077733860444,None,0.15656334366563343,0.00393572875754031,precuneus,rh,1.0
conscious,0.05036725955204213,PCA,0.16355164483551643,0.003951664549693057,precuneus,rh,1.0
conscious,0.05105566534914363,RandomForest,0.17063393660633938,0.0035935937566234873,precuneus,rh,1.0
conscious,-0.0034107378129116794,Mutual,0.5166343365663433,0.005277597286156526,rostralmiddlefrontal,lh,1.0
conscious,-0.012616930171278018,None,0.6070692930706929,0.0053787464643711615,rostralmiddlefrontal,lh,1.0
conscious,-0.014046442687747074,PCA,0.6105439456054395,0.004713643080632786,rostralmiddlefrontal,lh,1.0
conscious,-0.012616930171278018,RandomForest,0.6065683431656834,0.005110952393821263,rostralmiddlefrontal,lh,1.0
conscious,0.005558300395256843,Mutual,0.4800159984001599,0.00537660879425828,rostralmiddlefrontal,rh,1.0
conscious,-0.0036907114624506465,None,0.49658834116588335,0.004761199635482218,rostralmiddlefrontal,rh,1.0
conscious,-0.005177865612648325,PCA,0.5225457454254575,0.004547247552219381,rostralmiddlefrontal,rh,1.0
