session 1, vis = '1', n_trials = 16
vis = 2.0,mean frames = 5.00000
vis = 2.0,prob(press 1) = 0.5179, p(press 2) = 0.4821

vis = 3.0,mean frames = 6.00000
vis = 3.0,prob(press 1) = 0.4964, p(press 2) = 0.5036
vis = '1',N = 753,mean frames = 3.47 +/- 1.89
p(correct) = 0.5259
RT = 0.505 +/- 0.232
vis = '2',N = 531,mean frames = 5.08 +/- 1.85
p(correct) = 0.7891
RT = 0.534 +/- 0.296
vis = '3',N = 415,mean frames = 5.89 +/- 2.08
p(correct) = 0.9687
RT = 0.475 +/- 0.261
