roi_name,side,feature_selector,conscious_state,ps_mean,ps_std,p,t,diff,ps_corrected,stars
fusiform,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.8597608877784105e-291,39.92322698913641,0.21744063046034398,0.0009599904000959993,***
fusiform,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,45.8974835148045,0.23771970437722295,0.0009599904000959993,***
fusiform,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,46.53034772383423,0.24221474071837504,0.0009599904000959993,***
fusiform,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,0.0,46.16229977584611,0.23865234892905357,0.0009599904000959993,***
fusiform,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.0114986310771104e-77,19.021976491264283,0.12684510973205035,0.0009599904000959993,***
fusiform,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.713422937974881e-110,23.020649253784974,0.14814694918683885,0.0009599904000959993,***
fusiform,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.2598275304226124e-107,22.731242762309993,0.14600184322946563,0.0009599904000959993,***
fusiform,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.310659374638239e-90,20.630773730812873,0.1329639054765118,0.0009599904000959993,***
inferiorparietal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.4595682633864422e-199,31.984159454920892,0.1868642390961648,0.0009599904000959993,***
inferiorparietal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.7325937467834752e-259,37.26594750969207,0.21003173904854808,0.0009599904000959993,***
inferiorparietal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.05783392927706e-257,37.07606508241413,0.20855874624485968,0.0009599904000959993,***
inferiorparietal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.7325937467834752e-259,37.26594750969207,0.21003173904854808,0.0009599904000959993,***
inferiorparietal,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.9439600749518704e-44,14.11663912223114,0.09268976524113962,0.0009599904000959993,***
inferiorparietal,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,6.670176218047633e-88,20.369434098543902,0.12645070026061392,0.0009599904000959993,***
inferiorparietal,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.8560813053904446e-88,20.386679360812813,0.12652102154050457,0.0009599904000959993,***
inferiorparietal,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.4440933111069716e-89,20.576898521703598,0.1274811459131526,0.0009599904000959993,***
inferiortemporal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.967593636710006e-58,16.306896663697408,0.10248950424304404,0.0009599904000959993,***
inferiortemporal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.566401044208529e-81,19.559220661889228,0.12310886420872101,0.0009599904000959993,***
inferiortemporal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.214180534742451e-89,20.55384612591544,0.12871040390465402,0.0009599904000959993,***
inferiortemporal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.800044100069429e-81,19.485599812413735,0.12279222886301588,0.0009599904000959993,***
inferiortemporal,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,7.001229050748367e-64,17.154345937219414,0.10636381305333258,0.0009599904000959993,***
inferiortemporal,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,6.317190121596667e-63,17.01612544781422,0.10806764402509039,0.0009599904000959993,***
inferiortemporal,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,8.17439491849159e-66,17.43112422704567,0.1117833030969518,0.0009599904000959993,***
inferiortemporal,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.3691086499524244e-67,17.648731636835066,0.11166350685240622,0.0009599904000959993,***
lateraloccipital,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.0862492188768838e-207,32.755871218035836,0.19426197562169015,0.0009599904000959993,***
