conscious_state,diff,feature_selector,p,ps_mean,ps_std,roi_name,side,t,ps_corrected
conscious,0.11959126145172656,None,2.2246160195520685e-182,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,42.336386767825694,5.339078446924964e-181
conscious,0.1863460183227625,None,1.2390894386229148e-290,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,70.01712443983642,2.9738146526949957e-289
conscious,-0.015986610288935863,None,0.9999999245746688,1.0,0.0,inferiorparietal,lh,-5.3149154101979885,1.0
conscious,-0.01487138830162086,None,0.9999986338221444,0.99999900009999,9.94887948311954e-06,inferiorparietal,rh,-4.735446361348573,1.0
conscious,0.11306025369978859,None,3.0178575041487762e-167,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,39.109808397804194,7.242858009957063e-166
conscious,-0.005262508809020431,None,0.8916578336990524,0.8926347365263473,0.003269600256289742,inferiortemporal,rh,-1.236698957181808,1.0
conscious,-0.010822762508809022,None,0.9993602671717221,0.9993180681931808,0.0002562476668577063,lateraloccipital,lh,-3.2359236810760232,1.0
conscious,0.2052184637068358,None,0.0,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,82.38248418605193,0.0
conscious,0.1514675828047921,None,1.9618328666424523e-237,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,55.261827058633905,4.708398879941885e-236
conscious,0.006344256518675123,None,0.02564501509623037,0.026188381161883812,0.0016466562110986384,lingual,rh,1.9529630340542,0.6154803623095289
conscious,0.06352360817477098,None,7.705742990291641e-67,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,19.619135829626362,1.8493783176699937e-65
conscious,0.08253875968992247,None,2.374513681730558e-103,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,26.520673862967385,5.698832836153339e-102
conscious,0.11427766032417196,None,4.38832586368583e-166,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,lh,38.8667725850789,1.0531982072845993e-164
conscious,0.058622269203664555,None,1.397825482338975e-66,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,rh,19.56935737108459,3.35478115761354e-65
conscious,-0.02117512332628611,None,0.9999999995832105,1.0,0.0,precuneus,lh,-6.239050852336397,1.0
conscious,0.0067811839323467255,None,0.02063414178235276,0.02078992100789921,0.0013134652429962425,precuneus,rh,2.0452404017809473,0.49521940277646626
conscious,0.12979915433403805,None,8.224902043060403e-188,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,lh,43.525045230783405,1.9739764903344966e-186
conscious,0.16667195207892885,None,3.869591474574805e-255,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,rh,59.89285578601799,9.287019538979531e-254
conscious,-0.0013742071881606731,None,0.6797405350914609,0.6796310368963101,0.004436773806583816,superiorfrontal,lh,-0.4672112568855093,1.0
conscious,0.0256677237491191,None,2.4794205199472143e-14,9.999000099989996e-05,5.421010862427522e-20,superiorfrontal,rh,7.718643903464651,5.950609247873314e-13
conscious,0.13187103594080335,None,1.1834923334146878e-204,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,lh,47.32248820428211,2.8403816001952506e-203
conscious,-0.002794221282593376,None,0.793238108882385,0.7935846415358463,0.003387507762866267,superiorparietal,rh,-0.8182790871664101,1.0
conscious,-0.011013037350246647,None,0.9976251859703826,0.9976442355764426,0.0004962003169960034,ventrolateralPFC,lh,-2.8341695441202317,1.0
conscious,-0.018900634249471457,None,0.9999999969320229,1.0,0.0,ventrolateralPFC,rh,-5.898627079560637,1.0
glimpse,0.11594907407407407,None,3.0412935709962896e-166,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,38.900021982802905,7.299104570391095e-165
glimpse,0.12098524305555552,None,1.1250552801832391e-181,9.999000099989996e-05,5.421010862427522e-20,fusiform,rh,42.18357567998236,2.700132672439774e-180
glimpse,0.040432581018518515,None,7.971181878815717e-27,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,11.190188826829843,1.9130836509157723e-25
glimpse,0.028072916666666656,None,1.9518162062584293e-15,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,rh,8.068784499039038,4.68435889502023e-14
glimpse,0.09206452546296295,None,4.123443679873083e-123,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,lh,30.281227662579074,9.896264831695399e-122
glimpse,0.01776041666666666,None,9.126972560702513e-09,9.999000099989996e-05,5.421010862427522e-20,inferiortemporal,rh,5.705566734739647,2.190473414568603e-07
glimpse,0.0361472800925926,None,1.1334558844571594e-24,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,lh,10.650115786803637,2.7202941226971823e-23
glimpse,0.1740451388888889,None,4.5922589278330005e-278,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,66.29523114086862,1.1021421426799202e-276
glimpse,0.11588541666666664,None,8.674226443069514e-180,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,41.77527524233397,2.0818143463366835e-178
glimpse,-0.00024305555555555655,None,0.531047425615705,0.5314168583141685,0.0044622995615941465,lingual,rh,-0.07793585360506752,1.0
glimpse,-0.019076967592592597,None,0.9999999988925417,1.0,0.0,parahippocampal,lh,-6.074388568762287,1.0
glimpse,0.08142939814814813,None,6.594246006018228e-119,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,29.474494036313203,1.5826190414443747e-117
glimpse,0.08255642361111111,None,1.534285465569595e-115,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,lh,28.831395579209957,3.6822851173670286e-114
glimpse,0.058278356481481476,None,4.787906253016815e-66,9.999000099989996e-05,5.421010862427522e-20,pericalcarine,rh,19.466362097273255,1.1490975007240357e-64
glimpse,0.025407986111111114,None,3.492687657053544e-18,9.999000099989996e-05,5.421010862427522e-20,precuneus,lh,8.89341521001357,8.382450376928506e-17
glimpse,0.04122685185185184,None,5.275665055360448e-34,9.999000099989996e-05,5.421010862427522e-20,precuneus,rh,12.88586080613952,1.2661596132865075e-32
glimpse,0.07214699074074074,None,1.1611886844521519e-91,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,lh,24.320422528609576,2.7868528426851644e-90
glimpse,0.12845052083333333,None,1.1100639939117471e-203,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,rh,47.09844624368361,2.664153585388193e-202
glimpse,-0.01608940972222223,None,0.9999997934574897,1.0,0.0,superiorfrontal,lh,-5.1197450156924145,1.0
glimpse,0.05859519675925925,None,1.0543483122488483e-67,9.999000099989996e-05,5.421010862427522e-20,superiorfrontal,rh,19.78520022889183,2.530435949397236e-66
glimpse,0.0555005787037037,None,8.446445652748465e-63,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,lh,18.838297731753542,2.0271469566596315e-61
glimpse,0.043314525462962966,None,5.545162485090567e-38,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,rh,13.772531147309952,1.3308389964217362e-36
glimpse,-0.016448206018518523,None,0.9999986644398027,0.99999700029997,1.7057016407594053e-05,ventrolateralPFC,lh,-4.740213877337069,1.0
glimpse,0.03031394675925925,None,1.1782235953069665e-15,9.999000099989996e-05,5.421010862427522e-20,ventrolateralPFC,rh,8.136912096154182,2.8277366287367195e-14
unconscious,-0.025868055555555554,None,1.0,1.0,0.0,fusiform,lh,-8.541625826165598,1.0
unconscious,-0.0050636574074074125,None,0.9388088637378027,0.938956104389561,0.0023952353771865605,fusiform,rh,-1.5470414665404364,1.0
unconscious,-0.01809895833333334,None,0.9999999883366473,1.0,0.0,inferiorparietal,lh,-5.661380581152431,1.0
