conscious_state,diff,feature_selector,p,ps_mean,ps_std,roi_name,side,t,ps_corrected
unconscious,-0.009791666666666667,None,0.9996549150007112,0.9996240375962405,0.00017781359944781528,inferiorparietal,rh,-3.4112943340272297,1.0
unconscious,0.008004918981481483,None,0.0074674389903702,0.007842215778422158,0.0008666607019673418,inferiortemporal,lh,2.4410193570157754,0.1792185357688848
unconscious,-0.019061053240740745,None,0.9999999995167729,1.0,0.0,inferiortemporal,rh,-6.214363045681602,1.0
unconscious,0.011770833333333328,None,0.0005545411620061268,0.0008469153084691532,0.0002736348370482649,lateraloccipital,lh,3.2772207777106255,0.013308987888147043
unconscious,-0.0019979745370370407,None,0.7390241294702165,0.7406919308069193,0.004855525567694088,lateraloccipital,rh,-0.640717415038889,1.0
unconscious,0.028064236111111106,None,2.17613304132398e-16,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,8.36176131486368,5.2227192991775525e-15
unconscious,0.046171875,None,3.207055205128827e-40,9.999000099989996e-05,5.421010862427522e-20,lingual,rh,14.25852534975804,7.696932492309185e-39
unconscious,0.01809317129629629,None,1.1238370214915406e-08,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,5.6680875650357905,2.6972088515796973e-07
unconscious,0.02368923611111111,None,8.63722907012548e-14,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,7.542079940253714,2.0729349768301155e-12
unconscious,-0.009975405092592591,None,0.9988630691505573,0.9988031196880311,0.0003341686178417745,pericalcarine,lh,-3.065127355821086,1.0
unconscious,-0.010551215277777784,None,0.9992057076542784,0.9992140785921408,0.00028033601544897815,pericalcarine,rh,-3.172542363945098,1.0
unconscious,-0.0125072337962963,None,0.9998865665148217,0.99988801119888,9.302832396451962e-05,precuneus,lh,-3.7096713546914324,1.0
unconscious,0.02716290509259259,None,2.999494135409415e-15,9.999000099989996e-05,5.421010862427522e-20,precuneus,rh,8.01043593323756,7.198785924982596e-14
unconscious,-0.010353009259259268,None,0.9995868119701973,0.9995190480951907,0.00019113265889434373,rostralmiddlefrontal,lh,-3.360912548098503,1.0
unconscious,-0.015227141203703708,None,0.9999993512944112,0.9999980001999799,1.3998600139988324e-05,rostralmiddlefrontal,rh,-4.890020667418647,1.0
unconscious,0.06156973379629629,None,2.3954571575379072e-64,9.999000099989996e-05,5.421010862427522e-20,superiorfrontal,lh,19.138234039150806,5.749097178090977e-63
unconscious,-0.017433449074074073,None,0.9999999894635037,1.0,0.0,superiorfrontal,rh,-5.679724420350481,1.0
unconscious,0.016673900462962958,None,1.1859846437031942e-07,0.00010098990100989895,9.94887948311789e-06,superiorparietal,lh,5.227993537754272,2.846363144887666e-06
unconscious,-0.022936921296296302,None,0.9999999999998789,1.0,0.0,superiorparietal,rh,-7.493626042510253,1.0
unconscious,-0.009885706018518523,None,0.9988595370690587,0.998963103689631,0.0003351246591486193,ventrolateralPFC,lh,-3.0641847975298777,1.0
unconscious,-0.01467737268518519,None,0.9999981718018678,0.99999600039996,1.9593958546414043e-05,ventrolateralPFC,rh,-4.673803213230385,1.0
