conscious_state,score,fold
unconscious,0.5576171875000001,1
unconscious,0.5766650302732778,2
unconscious,0.5208333333333334,3
unconscious,0.5135763031799041,4
unconscious,0.5809444904722453,5
unconscious,0.4331868131868133,6
unconscious,0.5071733821733823,7
unconscious,0.5544361965358784,8
unconscious,0.5476406533575318,9
unconscious,0.5679875679875681,10
unconscious,0.5061281896724934,11
unconscious,0.4709851551956815,12
unconscious,0.5905905905905906,13
unconscious,0.4990761271249077,14
unconscious,0.5629531970995386,15
unconscious,0.484228473998295,16
unconscious,0.5475935828877005,17
unconscious,0.5074074074074073,18
unconscious,0.5150112233445567,19
unconscious,0.5176930147058824,20
unconscious,0.5156881018949985,21
unconscious,0.5045454545454545,22
unconscious,0.5538748832866479,23
unconscious,0.5140637140637141,24
unconscious,0.6084126984126984,25
unconscious,0.578176209755157,26
unconscious,0.5272489734975737,27
unconscious,0.5554766554233979,28
unconscious,0.5278622087132725,29
unconscious,0.5847745750184774,30
unconscious,0.5830446973445489,31
unconscious,0.5482984569858381,32
unconscious,0.5340145576707727,33
unconscious,0.5113861386138614,34
unconscious,0.5651135005973715,35
unconscious,0.5324209840338873,36
unconscious,0.5880072012186678,37
unconscious,0.5532492199158866,38
unconscious,0.5625,39
unconscious,0.5875110913930789,40
unconscious,0.5086309523809524,41
unconscious,0.5662534435261709,42
unconscious,0.4858126947679186,43
unconscious,0.5256869772998805,44
unconscious,0.4755706470477269,45
unconscious,0.5046021939225823,46
unconscious,0.5264041514041514,47
unconscious,0.5036630036630036,48
unconscious,0.5379298996215237,49
unconscious,0.5541033052658038,50
glimpse,0.8,1
glimpse,0.7868788819875776,2
glimpse,0.8126050420168067,3
glimpse,0.8584905660377359,4
glimpse,0.8217054263565892,5
glimpse,0.8468614718614719,6
glimpse,0.8200161420500404,7
glimpse,0.7901568415359654,8
glimpse,0.7859952793076318,9
glimpse,0.8192090395480226,10
glimpse,0.7877966101694915,11
glimpse,0.7849056603773584,12
glimpse,0.8718214841722886,13
glimpse,0.7358585858585859,14
glimpse,0.7877358490566038,15
glimpse,0.8016793282686925,16
glimpse,0.7872340425531915,17
glimpse,0.7730661696178938,18
glimpse,0.8197674418604652,19
glimpse,0.7688492063492064,20
glimpse,0.7963636363636364,21
glimpse,0.8419553868058851,22
glimpse,0.8035714285714286,23
glimpse,0.8836382113821137,24
glimpse,0.8361290322580646,25
glimpse,0.7683127572016459,26
glimpse,0.8865248226950355,27
glimpse,0.8288372093023256,28
glimpse,0.7349454717875771,29
glimpse,0.8123818525519848,30
glimpse,0.7930769230769231,31
glimpse,0.7917547568710358,32
glimpse,0.7619047619047619,33
glimpse,0.7774216524216525,34
glimpse,0.8089285714285714,35
glimpse,0.8385258358662615,36
glimpse,0.8235294117647057,37
glimpse,0.8326530612244898,38
glimpse,0.7627118644067796,39
glimpse,0.8401098901098901,40
glimpse,0.7418367346938775,41
glimpse,0.8102272727272728,42
glimpse,0.8517455762792923,43
glimpse,0.8156498673740054,44
glimpse,0.8641917293233082,45
glimpse,0.8160774410774411,46
glimpse,0.7876016260162602,47
glimpse,0.7864842454394694,48
glimpse,0.7354005167958656,49
glimpse,0.794921875,50
conscious,0.8299822590183323,1
conscious,0.8783333333333333,2
conscious,0.9024276377217554,3
conscious,0.7639077340569878,4
conscious,0.9489942528735632,5
conscious,0.9172494172494172,6
conscious,0.8607990012484394,7
conscious,0.8918690005646528,8
conscious,0.8566950291088222,9
conscious,0.8344512195121951,10
conscious,0.8350649350649351,11
conscious,0.8787647731605033,12
conscious,0.8624078624078625,13
conscious,0.8778103616813294,14
conscious,0.7978801169590642,15
conscious,0.8551020408163266,16
conscious,0.8039702233250621,17
conscious,0.8913480885311871,18
conscious,0.863124560168895,19
conscious,0.8871794871794872,20
conscious,0.8884908195253023,21
conscious,0.8333333333333334,22
conscious,0.9267441860465117,23
conscious,0.9230019493177388,24
conscious,0.8262483130904184,25
conscious,0.9704501518917426,26
conscious,0.901458241272647,27
conscious,0.9274322169059012,28
conscious,0.8543417366946778,29
conscious,0.8771838331160364,30
conscious,0.9073275862068965,31
conscious,0.8472752516487331,32
conscious,0.8646616541353384,33
conscious,0.8725146198830409,34
conscious,0.8320220298977183,35
conscious,0.8371428571428572,36
conscious,0.9588541666666667,37
conscious,0.867383512544803,38
conscious,0.8673330304407088,39
conscious,0.8974358974358974,40
conscious,0.9210227272727274,41
conscious,0.9016666666666667,42
conscious,0.9674145299145299,43
conscious,0.8782051282051282,44
conscious,0.921875,45
conscious,0.9151542649727767,46
conscious,0.893448275862069,47
conscious,0.9246031746031746,48
conscious,0.8215286114445779,49
conscious,0.8775623268698062,50
