conscious_state,score,fold
unconscious,0.498695652173913,1
unconscious,0.5496277915632755,2
unconscious,0.4726656990807934,3
unconscious,0.5067706800117752,4
unconscious,0.5713012477718361,5
unconscious,0.5094017094017094,6
unconscious,0.4691022153128643,7
unconscious,0.4689922480620156,8
unconscious,0.5477941176470589,9
unconscious,0.4426274944567628,10
unconscious,0.5567567567567567,11
unconscious,0.520662768031189,12
unconscious,0.4374581939799331,13
unconscious,0.4993184915947296,14
unconscious,0.53003314001657,15
unconscious,0.5580357142857143,16
unconscious,0.4463562753036437,17
unconscious,0.4557764333045232,18
unconscious,0.5927042030134814,19
unconscious,0.5070336391437309,20
unconscious,0.535953177257525,21
unconscious,0.5668210670784011,22
unconscious,0.5817667273094804,23
unconscious,0.5345172031076582,24
unconscious,0.5325176220242054,25
unconscious,0.5218900675024107,26
unconscious,0.6177587844254512,27
unconscious,0.4358181818181818,28
unconscious,0.5442628532516174,29
unconscious,0.4336956521739129,30
unconscious,0.5216871584699454,31
unconscious,0.5166217430368373,32
unconscious,0.5558944639316761,33
unconscious,0.4974182444061962,34
unconscious,0.5388053636733036,35
unconscious,0.5748888888888888,36
unconscious,0.5680082256169212,37
unconscious,0.5697560975609757,38
unconscious,0.4709580085491577,39
unconscious,0.5091666666666667,40
unconscious,0.5621468926553672,41
unconscious,0.5281144781144782,42
unconscious,0.5236957387495021,43
unconscious,0.5276833414278777,44
unconscious,0.5263575108997225,45
unconscious,0.5159187386294724,46
unconscious,0.5173192771084337,47
unconscious,0.500515995872033,48
unconscious,0.5678451982799809,49
unconscious,0.5448160535117057,50
glimpse,0.6168831168831169,1
glimpse,0.6940359477124183,2
glimpse,0.6004255319148937,3
glimpse,0.6853146853146852,4
glimpse,0.6214863303812092,5
glimpse,0.6341463414634146,6
glimpse,0.5873745819397993,7
glimpse,0.6451219512195122,8
glimpse,0.6785195936139332,9
glimpse,0.55506993006993,10
glimpse,0.6002795248078268,11
glimpse,0.6602628918099089,12
glimpse,0.5794117647058823,13
glimpse,0.6399122807017544,14
glimpse,0.4918032786885246,15
glimpse,0.6266866566716641,16
glimpse,0.4856565656565656,17
glimpse,0.6197318007662835,18
glimpse,0.6336441336441336,19
glimpse,0.6512499999999999,20
glimpse,0.5845730027548209,21
glimpse,0.5473760932944607,22
glimpse,0.5534274193548387,23
glimpse,0.6144631765749778,24
glimpse,0.6017992424242424,25
glimpse,0.630162703379224,26
glimpse,0.6020025031289111,27
glimpse,0.6543396226415095,28
glimpse,0.545868575146389,29
glimpse,0.5395061728395062,30
glimpse,0.6417173252279634,31
glimpse,0.7030508474576271,32
glimpse,0.4368630926007975,33
glimpse,0.5660774410774411,34
glimpse,0.6515209857527916,35
glimpse,0.6219040247678018,36
glimpse,0.6348008385744235,37
glimpse,0.6618625277161863,38
glimpse,0.6148148148148147,39
glimpse,0.4562526675202731,40
glimpse,0.6781076066790352,41
glimpse,0.6077724358974359,42
glimpse,0.7080564784053156,43
glimpse,0.6199059561128527,44
glimpse,0.5705412599822537,45
glimpse,0.6059928443649374,46
glimpse,0.7326254826254825,47
glimpse,0.7081939799331104,48
glimpse,0.6242371403661726,49
glimpse,0.6461538461538461,50
conscious,0.8275193798449612,1
conscious,0.8268765133171913,2
conscious,0.7970085470085471,3
conscious,0.8431372549019608,4
conscious,0.8841911764705882,5
conscious,0.8357487922705314,6
conscious,0.8835227272727273,7
conscious,0.7619718309859155,8
conscious,0.8454391891891891,9
conscious,0.807047456663825,10
conscious,0.8324780058651027,11
conscious,0.8162635100360267,12
conscious,0.8999999999999999,13
conscious,0.7832980972515856,14
conscious,0.8650137741046832,15
conscious,0.8207934336525308,16
conscious,0.8395061728395061,17
conscious,0.7311827956989247,18
conscious,0.8345473465140479,19
conscious,0.87421875,20
conscious,0.8070913461538461,21
conscious,0.8512801204819277,22
conscious,0.7396580253723111,23
conscious,0.8996598639455782,24
conscious,0.7961038961038961,25
conscious,0.8430515063168125,26
conscious,0.8595238095238096,27
conscious,0.8361581920903955,28
conscious,0.8608772707133363,29
conscious,0.8320689655172414,30
conscious,0.8459967320261438,31
conscious,0.766397124887691,32
conscious,0.895,33
conscious,0.8100961538461539,34
conscious,0.9052380952380952,35
conscious,0.9023464458247068,36
conscious,0.8755244755244755,37
conscious,0.7983630952380952,38
conscious,0.8623481781376519,39
conscious,0.8660753880266074,40
conscious,0.889520202020202,41
conscious,0.8884078884078883,42
conscious,0.8109105824446267,43
conscious,0.8579545454545454,44
conscious,0.8492129246064622,45
conscious,0.8474025974025973,46
conscious,0.8815217391304349,47
conscious,0.8713508164275111,48
conscious,0.8537675606641124,49
conscious,0.7397959183673468,50
