category,probe_path,subcategory,fixation_duration,label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_onset_time,response_window,correctAns,probe_onset,discrim_resptime,response.corr,response.keys,response.rt,visible_resptime,visible.keys,visible.corr,visible.rt,probeFrames,jitter2,n_square,experiment_color,frameRate,date,session,image_size,premask_dur,probeFrames,participant,expName,postmask_dur,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/tractor_3.jpg,Vehicles,0,tractor,0,0,0,86,3.71470322087,V_nV,2,3.73563021049,4.9973918735,1,2,1.65386327263,6.68209910672,3,0,0.280830680858,5,6.0,32,bw,99.7821622882,2019_jun_07_1344,007,256,20,5,jesica,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_14.jpg,Buildings,0,house,0,1,1,41,8.6955254972,V_nV,2,8.70028478932,9.94815354655,1,2,2.10481731081,12.0735269533,1,1,0.22054727748,5,6.5,32,bw,99.7821622882,2019_jun_07_1344,007,256,20,5,jesica,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/bus_8.jpg,Vehicles,0,bus,0,2,2,9,14.0271159718,nV_V,1,14.031949902,15.2897622343,1,1,1.45338763297,16.7636997798,2,0,0.260787062347,5,8.0,32,bw,99.7821622882,2019_jun_07_1344,007,256,20,5,jesica,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/magpie_3.jpg,Birds,0,magpie,0,3,3,51,18.7574004373,V_nV,1,18.7622658447,20.0100235092,0,2,1.09262261912,21.1231996417,1,1,0.290852868464,5,6.0,32,bw,99.7821622882,2019_jun_07_1344,007,256,20,5,jesica,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bedside-table_14.jpg,Furniture,0,bedside-table,0,4,4,6,23.1469385121,V_nV,2,23.1523183449,24.4296258828,1,2,1.062540757,25.512727371,2,0,0.310901829507,5,6.5,32,bw,99.7821622882,2019_jun_07_1344,007,256,20,5,jesica,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/pigeon_6.jpg,Birds,0,pigeon,0,5,5,63,27.556523507,V_nV,1,27.5615305551,28.8291917504,1,1,0.862102773506,29.7118372107,3,0,0.260786223691,5,6.0,32,bw,99.7821622882,2019_jun_07_1344,007,256,20,5,jesica,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/palace_2.jpg,Buildings,0,palace,0,6,6,58,31.7055391506,V_nV,2,31.7104316703,32.9581699139,0,1,0.330950797535,33.3196832854,1,1,0.200658001937,5,7.5,32,bw,99.7821622882,2019_jun_07_1344,007,256,20,5,jesica,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/factory_17.jpg,Buildings,0,factory,0,7,7,28,35.253255011,nV_V,1,35.2586262231,36.5359534943,1,1,0.942275410984,37.4987633969,1,1,0.150541738607,5,6.0,32,bw,99.7821622882,2019_jun_07_1344,007,256,20,5,jesica,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/fondue_19.jpg,Kitchen_Uten,0,fondue,0,8,8,30,39.3822327275,nV_V,1,39.3881962318,40.6849734047,1,1,1.0224548229,41.7279548584,1,1,0.170580831822,5,8.0,32,bw,99.7821622882,2019_jun_07_1344,007,256,20,5,jesica,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_12.jpg,Furniture,0,lectern,0,9,9,47,43.6314639058,V_nV,2,43.6362443748,44.9642648371,1,2,1.02244922519,46.0072613959,2,0,1.25294762338,5,8.0,32,bw,99.7821622882,2019_jun_07_1344,007,256,20,5,jesica,Experiment_EEG_version,20,
