Xception, leave 2 objects out cross validation (folds = 2304),
scores = 0.9926 +/- 0.0556
pairs of living-nonliving objects incorrectly decoded:
Chest-of-drawers         ,butterfly                 ROC_AUC = 0.8573
ostrich                  ,teapot                    ROC_AUC = 0.9973
ostrich                  ,train                     ROC_AUC = 0.9986
ostrich                  ,violin                    ROC_AUC = 0.9643
ostrich                  ,wardrobe                  ROC_AUC = 0.9877
Chest-of-drawers         ,partridge                 ROC_AUC = 0.9067
bookcase                 ,partridge                 ROC_AUC = 0.9794
car                      ,partridge                 ROC_AUC = 0.9410
frying-pan               ,partridge                 ROC_AUC = 0.9177
partridge                ,plane                     ROC_AUC = 0.7407
partridge                ,wardrobe                  ROC_AUC = 0.9931
Chest-of-drawers         ,pelican                   ROC_AUC = 0.8861
bed                      ,pelican                   ROC_AUC = 0.9863
bookcase                 ,pelican                   ROC_AUC = 0.9108
bus                      ,pelican                   ROC_AUC = 0.9602
car                      ,pelican                   ROC_AUC = 0.8313
castle                   ,pelican                   ROC_AUC = 0.9877
cathedral                ,pelican                   ROC_AUC = 0.9931
church                   ,pelican                   ROC_AUC = 0.9904
coking-pot               ,pelican                   ROC_AUC = 0.9808
fondue                   ,pelican                   ROC_AUC = 0.9684
frying-pan               ,pelican                   ROC_AUC = 0.8093
house                    ,pelican                   ROC_AUC = 0.9973
lamp                     ,pelican                   ROC_AUC = 0.9890
motorbike                ,pelican                   ROC_AUC = 0.9973
palace                   ,pelican                   ROC_AUC = 0.9986
pelican                  ,piano                     ROC_AUC = 0.9973
pelican                  ,plane                     ROC_AUC = 0.7929
pelican                  ,saxophone                 ROC_AUC = 0.9973
pelican                  ,teapot                    ROC_AUC = 0.9767
pelican                  ,train                     ROC_AUC = 0.9945
pelican                  ,van                       ROC_AUC = 0.9616
pelican                  ,violin                    ROC_AUC = 0.9506
pelican                  ,wardrobe                  ROC_AUC = 0.9355
frying-pan               ,shark                     ROC_AUC = 0.9986
Chest-of-drawers         ,tapir                     ROC_AUC = 0.9973
car                      ,tapir                     ROC_AUC = 0.9918
frying-pan               ,tapir                     ROC_AUC = 0.9808
Chest-of-drawers         ,tiger                     ROC_AUC = 0.9849
bookcase                 ,tiger                     ROC_AUC = 0.9931
car                      ,tiger                     ROC_AUC = 0.9959
frying-pan               ,tiger                     ROC_AUC = 0.9671
plane                    ,tiger                     ROC_AUC = 0.9246
tiger                    ,violin                    ROC_AUC = 0.9945
tiger                    ,wardrobe                  ROC_AUC = 0.9973
plane                    ,toucan                    ROC_AUC = 0.9726
Chest-of-drawers         ,zebra                     ROC_AUC = 0.9122
bookcase                 ,zebra                     ROC_AUC = 0.9959
car                      ,zebra                     ROC_AUC = 0.9904
frying-pan               ,zebra                     ROC_AUC = 0.9396
plane                    ,zebra                     ROC_AUC = 0.9863
violin                   ,zebra                     ROC_AUC = 0.9986
wardrobe                 ,zebra                     ROC_AUC = 0.9973
