conscious_state,score,fold
unconscious,0.4193295739348371,1
unconscious,0.4943310657596372,2
unconscious,0.44187499999999996,3
unconscious,0.49000397193168277,4
unconscious,0.5220588235294119,5
unconscious,0.473814511521615,6
unconscious,0.5104851973684211,7
unconscious,0.5344444444444444,8
unconscious,0.5280543701596333,9
unconscious,0.5710169979832901,10
unconscious,0.48266129032258065,11
unconscious,0.5592350746268656,12
unconscious,0.5386866654472288,13
unconscious,0.48532970356926797,14
unconscious,0.4928571428571429,15
unconscious,0.5643892339544513,16
unconscious,0.5706855791962174,17
unconscious,0.4676238738738739,18
unconscious,0.5679730557256583,19
unconscious,0.592040589820834,20
unconscious,0.5128543177323666,21
unconscious,0.5225538971807628,22
unconscious,0.5534144692359702,23
unconscious,0.49441925357516575,24
unconscious,0.460511679644049,25
unconscious,0.5575308641975308,26
unconscious,0.4813405797101449,27
unconscious,0.42591580098414433,28
unconscious,0.4948717948717949,29
unconscious,0.4892319420621307,30
unconscious,0.48529804865009357,31
unconscious,0.506050605060506,32
unconscious,0.41704820899542155,33
unconscious,0.5575221238938054,34
unconscious,0.42988875878220145,35
unconscious,0.5734989648033126,36
unconscious,0.5103550295857988,37
unconscious,0.48584474885844753,38
unconscious,0.5045808520384791,39
unconscious,0.48795180722891573,40
unconscious,0.4560516219044297,41
unconscious,0.5033420517291485,42
unconscious,0.5714285714285714,43
unconscious,0.5192042000552639,44
unconscious,0.5206530291109362,45
unconscious,0.5446452298697848,46
unconscious,0.5340686710549725,47
unconscious,0.6190476190476191,48
unconscious,0.44385321100917435,49
unconscious,0.5123503947033359,50
glimpse,0.6186666666666667,1
glimpse,0.7281362594169669,2
glimpse,0.6539291217257319,3
glimpse,0.5659932659932659,4
glimpse,0.6023809523809524,5
glimpse,0.6658909574468086,6
glimpse,0.5888888888888889,7
glimpse,0.5704268292682927,8
glimpse,0.6440972222222222,9
glimpse,0.6155218554861731,10
glimpse,0.6216417910447761,11
glimpse,0.5942655145326001,12
glimpse,0.6531194295900178,13
glimpse,0.6333333333333333,14
glimpse,0.6248037676609105,15
glimpse,0.5557960557960557,16
glimpse,0.5499999999999999,17
glimpse,0.6185410334346504,18
glimpse,0.5638157894736843,19
glimpse,0.5940803382663847,20
glimpse,0.6206349206349207,21
glimpse,0.6644021739130435,22
glimpse,0.6348250143430867,23
glimpse,0.6292866941015088,24
glimpse,0.6017369727047147,25
glimpse,0.6156517094017094,26
glimpse,0.6200480192076829,27
glimpse,0.5965397923875432,28
glimpse,0.5708333333333333,29
glimpse,0.5675559380378657,30
glimpse,0.6071428571428571,31
glimpse,0.7108371854134566,32
glimpse,0.5432045158488927,33
glimpse,0.5812382739212008,34
glimpse,0.7025261324041813,35
glimpse,0.6196741854636592,36
glimpse,0.6676808654496281,37
glimpse,0.6260720411663808,38
glimpse,0.59625,39
glimpse,0.6631623212783853,40
glimpse,0.5942139322421012,41
glimpse,0.7080645161290323,42
glimpse,0.604282022886674,43
glimpse,0.6309523809523809,44
glimpse,0.5876225490196079,45
glimpse,0.5843214756258235,46
glimpse,0.5635564570655849,47
glimpse,0.7077922077922079,48
glimpse,0.6343310494049765,49
glimpse,0.5888415067519546,50
conscious,0.5882352941176471,1
conscious,0.6793103448275862,2
conscious,0.6753246753246753,3
conscious,0.6934523809523809,4
conscious,0.7441441441441441,5
conscious,0.6970310391363023,6
conscious,0.732620320855615,7
conscious,0.5883940620782726,8
conscious,0.6954887218045112,9
conscious,0.603021978021978,10
conscious,0.7571717171717172,11
conscious,0.7433106575963718,12
conscious,0.7164093767867353,13
conscious,0.6690981432360743,14
conscious,0.5979151154132539,15
conscious,0.7972350230414746,16
conscious,0.6327272727272727,17
conscious,0.6633254716981132,18
conscious,0.7040816326530612,19
conscious,0.5899814471243042,20
conscious,0.6434108527131783,21
conscious,0.6969696969696969,22
conscious,0.7624521072796935,23
conscious,0.6076555023923444,24
conscious,0.6382488479262673,25
conscious,0.7296774193548388,26
conscious,0.650462962962963,27
conscious,0.6585497835497836,28
conscious,0.6637426900584795,29
conscious,0.7373333333333333,30
conscious,0.6434210526315789,31
conscious,0.7257945306725795,32
conscious,0.7126600284495022,33
conscious,0.7480842911877394,34
conscious,0.6293103448275863,35
conscious,0.6925925925925926,36
conscious,0.6616666666666666,37
conscious,0.6400230017251294,38
conscious,0.8330393885949442,39
conscious,0.6464285714285714,40
conscious,0.665314401622718,41
conscious,0.7203389830508474,42
conscious,0.6779788838612368,43
conscious,0.5912162162162162,44
conscious,0.5933014354066986,45
conscious,0.662562699498404,46
conscious,0.8117073170731708,47
conscious,0.6525781910397295,48
conscious,0.782967032967033,49
conscious,0.7770897832817337,50
