roi_name,side,feature_selector,conscious_state,ps_mean,ps_std,p,t,diff,ps_corrected,stars
fusiform,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.3069694169816395e-202,31.968084194160642,0.13483212845194892,0.0009599904000959993,***
fusiform,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.4251231757182567e-228,34.21163763069041,0.13862685387937912,0.0009599904000959993,***
fusiform,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.253498699559628e-231,34.41738226868494,0.13886140353162035,0.0009599904000959993,***
fusiform,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.4839188839426695e-231,34.44483298890216,0.13933851961337948,0.0009599904000959993,***
fusiform,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.1634154663183804e-46,14.460027422975712,0.06679339093301931,0.0009599904000959993,***
fusiform,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.105576200967987e-61,16.68834016506315,0.07137992307670185,0.0009599904000959993,***
fusiform,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.1275089770048233e-55,15.823805488750034,0.06765870338254874,0.0009599904000959993,***
fusiform,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.7590923381026293e-42,13.751170381419737,0.06218522604422949,0.0009599904000959993,***
inferiorparietal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.4556576380920748e-74,18.573517326718683,0.08460859474750403,0.0009599904000959993,***
inferiorparietal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.708311423916971e-27,10.776210297374345,0.048707358469978014,0.0009599904000959993,***
inferiorparietal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,6.0792615729289516e-27,10.752063984207272,0.048493196760016746,0.0009599904000959993,***
inferiorparietal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.297095728309492e-24,10.176323515257927,0.04739057699125105,0.0009599904000959993,***
inferiorparietal,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.2956537966222667e-56,16.034104235753208,0.07198656257259843,0.0009599904000959993,***
inferiorparietal,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,6.995253698914947e-73,18.348563358213063,0.08462744657048783,0.0009599904000959993,***
inferiorparietal,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.1304386800284166e-75,18.684295612686622,0.08663843080651386,0.0009599904000959993,***
inferiorparietal,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,4.976346792329159e-85,19.924821768649736,0.09085314908944082,0.0009599904000959993,***
inferiortemporal,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.1936800769071282e-53,15.580161260559688,0.06336850769263205,0.0009599904000959993,***
inferiortemporal,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,8.350308542234326e-15,7.6993219759102995,0.03496060438000737,0.0009599904000959993,***
inferiortemporal,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.3355855399239392e-14,7.565047699957986,0.034151388367880085,0.0009599904000959993,***
inferiortemporal,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.976276291828191e-47,14.537163940376342,0.06293977863932253,0.0009599904000959993,***
inferiortemporal,rh,Mutual,conscious,0.9992085079149207,8.572399329945947e-05,0.9992113648651764,-3.162003290406027,-0.014341563354912315,1.0,n.s.
inferiortemporal,rh,None,conscious,1.0,0.0,1.0,-8.539731575632965,-0.03745707459245408,1.0,n.s.
inferiortemporal,rh,PCA,conscious,1.0,0.0,1.0,-10.20481061636758,-0.04469938341683073,1.0,n.s.
inferiortemporal,rh,RandomForest,conscious,0.08835621643783564,0.0009356906965289632,0.08886763449369796,1.3479714387184714,0.0059383760196431955,1.0,n.s.
lateraloccipital,lh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.0820395332255862e-148,26.943585499674665,0.11839728992973542,0.0009599904000959993,***
lateraloccipital,lh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,3.0561460366647234e-158,27.878159421556138,0.12023042557152655,0.0009599904000959993,***
lateraloccipital,lh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.8789640697318511e-159,27.995120040581952,0.12100205703570875,0.0009599904000959993,***
lateraloccipital,lh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.9238587345815e-102,21.997732945381546,0.09816729374779841,0.0009599904000959993,***
lateraloccipital,rh,Mutual,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.101426157821684e-126,24.664017845452243,0.11241968584663078,0.0009599904000959993,***
lateraloccipital,rh,None,conscious,9.999900000999992e-06,1.6940658945086007e-21,5.008848085005336e-189,30.754444947384496,0.13471480717305823,0.0009599904000959993,***
lateraloccipital,rh,PCA,conscious,9.999900000999992e-06,1.6940658945086007e-21,2.3865946303235727e-186,30.511518982598666,0.1334502785846761,0.0009599904000959993,***
lateraloccipital,rh,RandomForest,conscious,9.999900000999992e-06,1.6940658945086007e-21,1.072492079982295e-146,26.745281215833067,0.11824720956255358,0.0009599904000959993,***
