conscious_state,diff,feature_selector,p,ps_mean,ps_std,roi_name,side,t,ps_corrected
glimpse,0.05768617021276597,None,8.029699748870133e-63,9.999000099989996e-05,5.421010862427522e-20,fusiform,lh,18.84256559844745,1.9271279397288318e-61
glimpse,0.009258274231678494,None,0.0022721338929346763,0.0029047095290470953,0.0005276545397825515,fusiform,rh,2.848457154528546,0.05453121343043223
glimpse,0.048058510638297885,None,6.629438612443085e-45,9.999000099989996e-05,5.421010862427522e-20,inferiorparietal,lh,15.251421299656933,1.5910652669863404e-43
glimpse,0.00651595744680852,None,0.04344048744306646,0.04690630936906309,0.002266881381628252,inferiorparietal,rh,1.7149036017814996,1.0
glimpse,0.006285460992907808,None,0.024850650998847378,0.025372462753724623,0.0016765777015495002,inferiortemporal,lh,1.9665141666003532,0.596415623972337
glimpse,-0.014355791962174931,None,0.9999963772575042,0.9999940005999399,2.763778614356074e-05,inferiortemporal,rh,-4.5262811257313125,1.0
glimpse,-0.01919178486997635,None,0.9999999998741342,1.0,0.0,lateraloccipital,lh,-6.436003987582861,1.0
glimpse,0.08402334515366432,None,3.55381677645981e-115,9.999000099989996e-05,5.421010862427522e-20,lateraloccipital,rh,28.761862274878617,8.529160263503544e-114
glimpse,0.05290780141843972,None,2.152315248154726e-49,9.999000099989996e-05,5.421010862427522e-20,lingual,lh,16.17715007261263,5.1655565955713424e-48
glimpse,0.03767878250591017,None,7.832076416513474e-31,9.999000099989996e-05,5.421010862427522e-20,lingual,rh,12.154171097189765,1.8796983399632338e-29
glimpse,0.05004728132387708,None,1.6231863698608788e-51,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,lh,16.607695036857596,3.8956472876661093e-50
glimpse,0.11912529550827425,None,1.4363603947974718e-175,9.999000099989996e-05,5.421010862427522e-20,parahippocampal,rh,40.86941396503369,3.4472649475139326e-174
glimpse,-0.01977541371158391,None,0.9999999991853755,1.0,0.0,pericalcarine,lh,-6.126530876818385,1.0
glimpse,-0.012519208037825047,None,0.9998874229128226,0.9998460153984601,0.00011610901603436238,pericalcarine,rh,-3.7116341540569633,1.0
glimpse,0.028408687943262415,None,1.6969713893038247e-17,9.999000099989996e-05,5.421010862427522e-20,precuneus,lh,8.692919620774113,4.0727313343291794e-16
glimpse,0.10508717494089836,None,4.113006758911343e-158,9.999000099989996e-05,5.421010862427522e-20,precuneus,rh,37.21763949297123,9.871216221387223e-157
glimpse,-0.015127068557919614,None,0.9999998290096183,1.0,0.0,rostralmiddlefrontal,lh,-5.156821094343826,1.0
glimpse,0.08191193853427897,None,6.852453193517686e-128,9.999000099989996e-05,5.421010862427522e-20,rostralmiddlefrontal,rh,31.20400914232966,1.6445887664442446e-126
glimpse,-0.0027881205673758788,None,0.7946005174145787,0.7935906409359064,0.0038367897598980006,superiorfrontal,lh,-0.8230652822649113,1.0
glimpse,-0.016650413711583923,None,0.9999999912764677,1.0,0.0,superiorfrontal,rh,-5.713681677816127,1.0
glimpse,0.18565011820330968,None,1.3088199143426824e-291,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,lh,70.31284558826923,3.141167794422438e-290
glimpse,0.14617316784869974,None,8.595439056839983e-219,9.999000099989996e-05,5.421010862427522e-20,superiorparietal,rh,50.65242606315454,2.0629053736415957e-217
glimpse,0.06326832151300238,None,3.2515991968873157e-68,9.999000099989996e-05,5.421010862427522e-20,ventrolateralPFC,lh,19.883279804514046,7.803838072529558e-67
glimpse,0.09715721040189126,None,8.093128950570953e-136,9.999000099989996e-05,5.421010862427522e-20,ventrolateralPFC,rh,32.74956380663129,1.9423509481370285e-134
unconscious,-0.02009837962962963,None,0.9999999996825475,1.0,0.0,fusiform,lh,-6.284283100779258,1.0
unconscious,-0.003263888888888888,None,0.8255296735221678,0.8264983501649834,0.0035828161489703573,fusiform,rh,-0.9373817309660009,1.0
unconscious,0.0007074652777777677,None,0.41799727179086066,0.4182161783821617,0.004850868950896833,inferiorparietal,lh,0.20710988815476064,1.0
unconscious,-0.015421006944444444,None,0.9999990312741203,1.0,0.0,inferiorparietal,rh,-4.807323766521599,1.0
unconscious,-0.007212094907407414,None,0.9869917916841735,0.9863153684631537,0.0011582468128377313,inferiortemporal,lh,-2.231521534297134,1.0
unconscious,-0.010985243055555559,None,0.9995592863164902,0.9995380461953804,0.00023139855316415024,inferiortemporal,rh,-3.342718259102188,1.0
unconscious,-0.013951099537037045,None,0.9999978123494753,0.99999600039996,1.959395854641404e-05,lateraloccipital,lh,-4.635472825746698,1.0
unconscious,-0.002463831018518523,None,0.7510522300793508,0.7542575742425757,0.00414605509774383,lateraloccipital,rh,-0.6782184563179894,1.0
unconscious,-0.02009114583333333,None,0.9999999989213121,1.0,0.0,lingual,lh,-6.0788725040359255,1.0
unconscious,0.008648726851851852,None,0.004778337761723138,0.005213478652134788,0.0007841434930213094,lingual,rh,2.59985498288339,0.11468010628135532
unconscious,-0.009926215277777782,None,0.9988615856542673,0.9987791220877914,0.0003955094346449109,parahippocampal,lh,-3.064731148356563,1.0
unconscious,0.01759114583333333,None,7.548246953194207e-07,0.00010298970102989697,1.705701640759122e-05,parahippocampal,rh,4.858917390255572,1.81157926876661e-05
unconscious,0.013258101851851849,None,0.0003614580853787152,0.0006999300069993002,0.00027052793237613605,pericalcarine,lh,3.3983873317552376,0.008674994049089165
unconscious,0.0016912615740740692,None,0.3269157769300549,0.3288721127887211,0.004499913882789006,pericalcarine,rh,0.44867098066398964,1.0
unconscious,2.0254629629629094e-05,None,0.4978197199501415,0.49781221877812226,0.005366860821090246,precuneus,lh,0.005467464143953291,1.0
unconscious,0.05077546296296296,None,3.4537646440329545e-54,9.999000099989996e-05,5.421010862427522e-20,precuneus,rh,17.144071694510586,8.289035145679091e-53
unconscious,0.00044270833333332724,None,0.4464649248319019,0.44753624637536243,0.004700927465426983,rostralmiddlefrontal,lh,0.1346551420901999,1.0
unconscious,-0.01702256944444445,None,0.9999999432975624,1.0,0.0,rostralmiddlefrontal,rh,-5.369096935988065,1.0
unconscious,0.013020833333333327,None,3.575713907879461e-05,0.00013698630136986298,5.941627643933839e-05,superiorfrontal,lh,3.9992070734438783,0.0008581713378910707
unconscious,0.039819155092592595,None,3.7345236232129677e-29,9.999000099989996e-05,5.421010862427522e-20,superiorfrontal,rh,11.75637988996452,8.962856695711122e-28
unconscious,-0.0026504629629629673,None,0.8081476139136615,0.8081251874812518,0.003504241420852138,superiorparietal,lh,-0.8717313985163195,1.0
unconscious,-0.007987557870370381,None,0.9953268049225064,0.9953464653534645,0.0006829280468633992,superiorparietal,rh,-2.6075697112375233,1.0
unconscious,0.027731481481481475,None,1.5035787702266908e-14,9.999000099989996e-05,5.421010862427522e-20,ventrolateralPFC,lh,7.788515407860717,3.6085890485440576e-13
unconscious,0.015627893518518513,None,5.271493696145224e-06,0.00010898910108989097,2.8615314511057266e-05,ventrolateralPFC,rh,4.443603309805022,0.00012651584870748537
