category,probe_path,subcategory,fixation_duration,label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_onset_time,response_window,correctAns,probe_onset,discrim_resptime,response.corr,response.keys,response.rt,visible_resptime,visible.keys,visible.corr,visible.rt,probeFrames,jitter2,n_square,experiment_color,frameRate,date,session,image_size,premask_dur,probeFrames,participant,expName,postmask_dur,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/guitar_13.jpg,Musical_Inst,0,guitar,0,0,0,36,3.71541550779,nV_V,1,3.73698117235,4.99809432589,1,1,0.912212841678,5.94118140195,3,0,0.120493526338,5,6.0,32,bw,99.7825784021,2019_may_23_1041,016,256,20,5,clara,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/rhino_25.jpg,Animals,0,rhino,0,1,1,68,7.79427435901,V_nV,1,7.79912331956,9.0468965699,1,1,0.531384758186,9.5988399249,2,0,0.0703750222456,5,6.0,32,bw,99.7825784021,2019_may_23_1041,016,256,20,5,clara,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/zebra_20.jpg,Animals,0,zebra,0,2,2,95,11.4021163548,V_nV,1,11.4070373331,12.6447156302,0,2,1.52354687615,14.1888192382,1,1,0.170594496652,5,7.0,32,bw,99.7825784021,2019_may_23_1041,016,256,20,5,clara,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/castle_8.jpg,Buildings,0,castle,0,3,3,12,16.0923116764,nV_V,1,16.0971996591,17.3549561875,0,2,0.701759397518,18.0772614635,1,1,0.250795280328,5,8.0,32,bw,99.7825784021,2019_may_23_1041,016,256,20,5,clara,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cheetah_4.jpg,Animals,0,cheetah,0,4,4,16,20.0609362873,nV_V,2,20.0658568556,21.3336055644,1,2,0.551430711756,21.9055872185,2,0,0.190632070415,5,7.5,32,bw,99.7825784021,2019_may_23_1041,016,256,20,5,clara,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/boat_11.jpg,Vehicles,0,boat,0,5,5,7,23.8291242009,nV_V,1,23.8339073274,25.0917696101,1,1,0.721792470897,25.8341279447,3,0,0.120481639402,5,6.0,32,bw,99.7825784021,2019_may_23_1041,016,256,20,5,clara,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/lobster_24.jpg,Marine_creatures,0,lobster,0,6,6,49,27.6875148977,nV_V,2,27.6925581184,28.9301133498,1,2,0.270820929902,29.2214770417,2,0,0.230724936351,5,6.5,32,bw,99.7825784021,2019_may_23_1041,016,256,20,5,clara,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/raven_20.jpg,Birds,0,raven,0,7,7,67,31.185114705,V_nV,1,31.1905647658,32.4177059548,1,1,1.06253260258,33.5007830865,1,1,0.200649746461,5,6.0,32,bw,99.7825784021,2019_may_23_1041,016,256,20,5,clara,Experiment_EEG_version,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/pomfret_17.jpg,Marine_creatures,0,pomfret,0,8,8,65,35.4343553947,V_nV,1,35.4391601717,36.6869775981,1,1,2.20502125146,38.9125318713,1,1,0.240743548376,5,6.5,32,bw,99.7825784021,2019_may_23_1041,016,256,20,5,clara,Experiment_EEG_version,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/couch_8.jpg,Furniture,0,couch,0,9,9,19,40.8862010003,V_nV,2,40.8909802849,42.1588945363,1,2,1.01243083877,43.1918731034,1,1,0.0904182274826,5,6.5,32,bw,99.7825784021,2019_may_23_1041,016,256,20,5,clara,Experiment_EEG_version,20,
